chunk_id,partial_order,chunk_size,resolution_size
1065624,True,3,1
1065691,True,4,2
1065697,manual,25,11
1065708,manual,19,7
1065709,True,4,1
1065781,True,3,1
1065784,True,8,6
1065904,True,16,10
1065905,manual,98,54
1066095,manual,704,491
1066155,manual,16,7
1066156,True,6,3
1066157,True,17,1
1066160,manual,3,7
1066161,True,4,2
1066607,manual,52,42
1064333,True,6,3
1064335,True,14,8
1064337,True,11,3
1064348,True,4,2
1064358,True,8,4
1064359,manual,8,10
1064360,True,4,2
1066248,manual,21,12
1064363,manual,22,15
1066278,True,4,3
1067115,manual,2560,1286
1067124,manual,863,489
1067125,manual,864,490
1064377,manual,54,30
1067306,True,12,9
1067137,True,6,3
1067138,True,5,3
1067143,True,5,4
1067156,True,35,6
1067159,True,34,33
1067160,True,8,6
1067163,True,39,36
1067166,True,34,33
1067167,True,43,40
1067168,True,7,4
1067170,True,38,37
1067171,True,40,39
1067172,True,38,37
1067188,True,38,37
1067189,True,41,40
1067191,manual,33,39
1067192,True,11,10
1067193,True,11,10
1067236,True,3,2
1067237,True,4,2
1067308,True,12,9
1067803,True,3,1
1067316,True,14,13
1067373,manual,20,18
1068059,True,5,3
1068334,True,4,2
1068138,True,7,3
1068139,True,11,8
1067390,True,22,19
1067393,True,22,21
1068204,True,4,3
1068398,manual,8,7
1067446,True,15,13
1067514,True,6,1
1067515,True,6,1
1068601,True,7,4
1067518,True,62,39
1069090,True,10,7
1069146,True,3,1
1069147,True,5,2
1069148,True,8,5
1069163,True,138,70
1069207,True,33,26
1069210,True,23,3
1069211,True,31,23
1069226,True,2,1
1069234,True,4,2
1069235,True,9,6
1069251,manual,23,15
1069252,manual,20,13
1069259,True,3,2
1069325,True,4,2
1069326,True,4,2
1069327,True,39,7
1069328,True,50,14
1069342,manual,6,8
1069344,True,3,1
1069365,True,4,3
1069366,manual,19,24
1069367,True,3,2
1069375,True,4,3
1069393,True,11,10
1069400,True,6,4
1069490,manual,6,8
1069491,True,6,3
1069500,True,8,4
1069502,True,10,7
1069504,True,5,2
1069507,True,9,1
1069508,True,9,1
1069511,True,56,32
1069520,True,7,3
1069521,True,6,3
1069535,manual,9,9
1069537,True,3,1
1069538,True,44,1
1069539,True,4,2
1069546,True,11,2
1069567,True,12,6
1069571,manual,9,7
1069690,True,20,5
1069692,True,25,6
1069704,True,12,10
1069705,True,12,10
1069706,True,12,10
1069707,True,13,5
1069733,True,15,1
1069734,True,5,2
1069736,True,6,4
1069762,True,4,3
1069764,True,3,2
1069765,True,3,2
1069766,True,3,2
1069768,True,6,4
1069769,True,15,14
1071069,True,2,1
1069805,True,7,5
1069824,True,5,3
1071071,True,19,14
1069866,True,9,5
1069884,True,7,5
1069886,True,4,3
1069904,True,20,15
1069945,True,4,2
1069947,True,3,1
1069949,manual,16,10
1069951,True,4,2
1069959,True,7,2
1069962,True,4,2
1069964,True,10,3
1069965,True,3,2
1071087,True,7,1
1070023,True,4,3
1070030,True,16,3
1070031,True,12,1
1070038,True,19,9
1071096,True,12,1
1070081,True,3,2
1070086,True,35,30
1070221,True,12,9
1070224,True,8,5
1070225,True,11,4
1070247,True,5,3
1070289,manual,52,8
1070291,True,6,5
1070321,True,4,3
1070344,True,2,1
1070345,True,4,2
1070346,True,6,1
1070352,True,8,5
1070354,True,4,1
1070367,True,6,4
1070372,True,15,4
1070373,True,112,107
1070384,True,3,1
1070386,True,4,2
1070388,True,61,3
1070389,True,17,2
1070433,True,11,5
1070434,True,10,6
1070435,True,11,6
1070436,True,7,6
1070437,True,4,3
1070438,True,10,3
1070439,True,6,3
1070440,True,7,6
1070594,True,9,1
1070596,True,7,6
1070601,True,2,1
1070602,True,4,3
1070604,True,10,2
1070608,True,41,31
1070609,True,31,30
1070624,True,9,1
1070627,True,15,1
1070628,True,9,1
1070629,True,33,32
1070632,True,2,1
1070640,True,6,1
1070643,True,20,1
1070727,manual,41,30
1070744,manual,10,13
1070777,True,11,10
1071294,True,18,2
1071295,True,6,1
1071349,True,31,14
1071067,True,4,1
1074132,True,4,3
1074134,True,13,11
1074712,True,6,3
1074783,manual,4,9
1074718,True,4,2
1074719,True,2,1
1074720,True,6,3
1074722,True,3,1
1074723,True,7,4
1074724,True,7,4
1074725,True,7,4
1074726,True,3,2
1074727,True,3,2
1074987,True,11,10
1075249,True,3,1
1075260,True,2,1
1075292,True,3,2
1075293,True,13,7
1075297,True,24,13
1075298,True,39,2
1075299,True,10,4
1075361,True,13,4
1075390,True,6,5
1075371,True,3,2
1075372,True,3,2
1075449,True,416,241
1075530,manual,398,191
1075632,True,31,15
1075639,manual,227,142
1075725,True,11,6
1075793,True,19,6
1075474,True,16,16
1075495,True,7,6
1075504,manual,52,16
1075511,True,4,1
1075768,False,3,3
1076100,False,14,10
1076125,False,8,3
1076392,True,8,3
1075668,True,4,2
1076331,True,5,5
1076361,True,18,7
1076439,False,5,5
1076383,True,35,24
1076455,True,16,7
1076598,True,5,1
1076608,True,5,3
1076600,True,4,2
1076601,True,10,6
1076482,True,6,6
1076634,manual,17,14
1076688,True,15,4
1076707,True,3,2
1076514,True,6,3
1076715,True,52,24
1076516,True,25,16
1076775,False,8,4
1076748,True,6,2
1076795,True,41,24
1076794,True,6,5
1076798,True,6,5
1076812,True,8,7
1076813,True,13,9
1076951,True,3,2
1076952,True,19,17
1076954,True,6,6
1076956,True,43,17
1076908,True,4,2
1077042,True,14,7
1077075,True,2,1
1077191,True,4,3
1077197,True,12,12
1077216,manual,2,8
1077218,True,12,7
1077118,manual,4,7
1077120,True,6,4
1077124,True,7,3
1077139,manual,13,9
1077121,manual,9,10
1077401,True,15,6
1077404,True,4,2
1077443,True,4,3
1077582,True,8,4
1077586,manual,18,7
1077603,True,3,1
1077644,True,2,1
1078158,True,3,2
1078604,True,3,1
1078252,manual,7,11
1078361,True,5,4
1078363,manual,709,356
1078375,manual,180,66
1078377,manual,266,137
1078381,manual,906,461
1078461,manual,132,68
1078470,manual,222,113
1078491,manual,686,353
1078532,manual,566,295
1078558,manual,1228,627
1078617,manual,443,218
1078627,manual,453,222
1078609,True,3,1
1078529,manual,10,12
1078591,True,66,59
1079784,True,2,1
1079827,True,4,1
1079874,True,3,2
1079936,True,19,14
1079937,True,4,1
1079846,True,2,1
1079856,True,14,3
1079900,True,8,3
1079915,True,28,18
1080488,True,5,2
1080177,True,3,3
1080222,True,4,2
1080231,True,4,2
1080239,manual,464,12
1080566,True,5,3
1080753,True,8,3
1080755,True,18,8
1080779,True,283,2
1080806,True,5,3
1080817,True,3,3
1080818,True,36,20
1080823,True,6,1
1080824,True,3,1
1080830,True,6,1
1080832,True,3,1
1081217,True,88,50
1081581,manual,300,13
1081020,True,7,4
1081044,True,52,52
1081047,True,7,5
1081049,True,17,7
1082277,True,9,8
1082534,True,5,3
1082450,True,4,2
1082540,True,65,3
1082838,True,3,1
1082853,True,6,4
1083286,True,9,3
1083520,True,7,2
1083729,manual,21,25
1083730,True,3,2
1083740,True,14,12
1083749,True,3,2
1084257,manual,19,11
1084312,True,5,2
1084284,True,13,11
1084699,True,11,9
1084831,manual,95,7
1084714,True,7,3
1084715,True,15,8
1084713,False,316,163
1084885,True,2,1
1084893,True,2,2
1084894,True,98,2
1084909,True,3,2
1084910,True,4,2
1084914,True,7,2
1084917,True,4,2
1084918,True,5,3
1084932,True,4,3
1084666,True,4,2
1084668,True,4,2
1084673,True,15,2
1084675,True,9,5
1084676,True,5,4
1085024,True,4,2
1084679,True,57,5
1085095,True,25,8
1085223,True,26,11
1085939,True,19,17
1086073,True,2,1
1086075,True,30,11
1086084,True,7,2
1086350,True,6,5
1086144,True,4,3
1086357,True,9,2
1086358,manual,39,38
1086152,True,3,2
1086168,True,4,2
1086383,True,11,9
1086385,True,19,8
1086171,True,4,2
1086174,True,4,2
1086186,True,7,4
1086390,True,4,2
1086175,True,2,1
1086201,True,5,4
1086445,True,5,3
1086600,True,3,1
1086601,True,3,1
1086602,True,3,1
1086605,True,5,3
1086608,True,4,2
1086222,True,22,12
1086225,True,8,9
1086227,True,23,13
1086910,True,9,4
1086252,True,7,3
1086289,True,10,1
1086309,True,4,3
1087005,True,3,2
1087007,True,4,2
1087013,True,6,3
1087015,True,6,3
1086947,True,7,2
1086950,True,6,3
1086951,True,6,3
1086955,True,4,2
1086962,True,14,13
1086976,True,69,68
1086975,True,57,6
1087044,True,21,10
1086978,True,4,2
1086979,True,15,14
1086981,True,2,1
1086983,True,3,2
1086323,True,6,5
1087135,True,14,13
1087159,True,8,5
1087168,True,108,11
1087224,True,4,2
1087226,True,5,3
1087228,True,4,2
1087230,manual,7,9
1087232,True,4,2
1087234,True,4,2
1087236,False,16,10
1087252,manual,11,15
1087255,True,5,1
1087256,True,20,10
1087272,True,34,11
1087328,manual,5,8
1087337,True,3,1
1087340,True,7,4
1087341,True,4,2
1087347,True,27,10
1087295,manual,3,7
1087297,True,4,2
1087305,True,6,3
1087310,True,6,3
1087360,True,3,1
1087358,True,8,6
1087157,True,20,9
1087175,True,8,4
1087177,True,7,6
1087179,manual,13,11
1086341,True,38,37
1086342,True,6,1
1087372,True,11,9
1087381,True,12,9
1087384,True,3,1
1087391,True,13,7
1087409,manual,25,12
1087468,True,54,53
1087533,True,14,10
1087221,True,18,4
1087624,True,11,7
1087932,True,4,3
1087958,True,4,3
1087969,True,5,3
1088030,True,13,11
1087974,manual,10,9
1088051,True,5,2
1088023,manual,32,25
1088013,manual,6,8
1088014,manual,7,9
1088073,True,72,27
1088072,True,45,29
1088081,True,13,10
1087659,True,3,1
1088085,True,2,1
1088087,True,4,2
1088093,True,6,4
1088094,True,5,5
1088109,True,4,2
1088150,True,2,1
1088151,True,47,32
1088154,manual,61,60
1088156,True,8,4
1088158,True,12,6
1088132,manual,17,20
1088220,True,3,2
1088221,True,15,12
1088272,True,3,2
1088275,True,4,2
1088347,True,3,2
1088397,True,24,8
1088399,True,15,3
1088400,True,35,13
1088421,True,8,2
1087749,True,23,2
1088506,True,25,18
1087786,True,4,1
1088529,manual,10,13
1087797,True,17,6
1087800,True,26,19
1087814,True,2,1
1088713,True,3,2
1088754,True,4,3
1088758,True,10,5
1088759,True,3,2
1088760,True,19,11
1088761,True,19,11
1087837,True,14,12
1088894,True,64,2
1088952,True,14,9
1088953,True,11,5
1088959,True,6,3
1089039,True,8,7
1089043,True,9,4
1089056,True,6,3
1089058,True,6,3
1089062,True,7,2
1089286,True,3,2
1089289,True,7,4
1089090,True,3,1
1089295,True,17,8
1089304,True,4,2
1089306,True,3,1
1089309,manual,7,7
1089417,manual,22,10
1089365,True,5,3
1089993,True,7,1
1090029,True,4,2
1090024,True,2,1
1090092,manual,3,8
1090093,True,3,2
1089432,manual,7,10
1089449,True,4,2
1090130,True,3,1
1089281,True,3,2
1089495,True,18,17
1090406,True,10,6
1089753,True,10,6
1089798,True,43,19
1090162,True,4,2
1090164,True,3,2
1089878,True,5,2
1089908,True,4,2
1089910,True,7,2
1090771,True,3,2
1090772,True,12,6
1090773,True,4,1
1090902,True,17,11
1089946,True,32,15
1089948,True,34,17
1090947,True,9,5
1090955,manual,18,20
1090962,True,11,6
1090965,True,6,3
1090966,True,26,25
1090985,True,2,1
1090986,True,3,2
1090988,manual,44,46
1091002,True,4,2
1091004,True,11,6
1091029,True,7,2
1091039,manual,16,12
1091040,manual,3,8
1091045,True,4,2
1091048,True,4,3
1091062,True,9,4
1091075,True,7,7
1091078,True,2,1
1091105,True,2,1
1090499,True,2,1
1090814,True,4,2
1091137,True,24,20
1090517,True,4,1
1090518,True,10,8
1090521,True,4,2
1090528,True,4,2
1091256,True,18,12
1090563,True,7,6
1091272,True,5,3
1091666,True,10,5
1091720,manual,30,22
1091475,False,1596,810
1091516,manual,1034,524
1091746,False,8,2
1091778,manual,27,20
1091801,manual,25,17
1091543,True,4,2
1091585,True,2,1
1091588,True,6,5
1092013,True,2,1
1092030,True,3,2
1092112,True,4,2
1092122,manual,197,109
1092136,manual,97,78
1092163,True,3,2
1092166,True,2,1
1092273,True,20,8
1092950,True,2,1
1092352,True,5,3
1092361,True,5,3
1092385,True,2,1
1092387,manual,10,11
1092396,True,5,3
1092413,True,6,5
1092961,True,23,22
1092247,True,5,2
1093288,manual,15,17
1093335,True,3,2
1094322,manual,38,29
1094337,True,7,4
1093582,True,10,8
1093622,True,9,2
1093731,True,32,15
1094355,True,12,1
1094367,True,13,3
1094368,True,3,2
1094369,True,3,2
1094370,True,32,28
1094385,True,19,9
1094790,True,2,1
1094639,True,3,1
1094796,True,2,1
1094797,True,24,6
1094748,True,7,4
1093834,True,8,4
1094802,True,6,3
1094847,manual,3,7
1094855,True,6,2
1094837,True,4,2
1094838,True,4,2
1093892,True,68,38
1093895,True,6,3
1093897,True,4,2
1093899,True,4,2
1094874,manual,26,12
1093901,True,4,2
1093903,True,4,2
1093904,True,4,2
1093947,True,4,2
1094890,True,8,4
1094898,True,13,8
1094902,True,5,2
1094911,True,6,3
1094913,True,4,2
1094916,True,6,3
1094917,True,6,3
1093966,True,42,32
1094995,True,3,2
1095010,True,4,3
1095168,manual,835,437
1094983,manual,843,458
1095194,True,10,8
1094094,True,3,2
1095235,True,10,7
1094111,True,4,2
1095321,True,72,9
1094152,True,4,2
1095323,True,9,7
1095324,True,6,5
1095331,True,16,12
1094193,True,2,1
1094216,True,3,2
1095378,True,7,6
1094239,True,9,8
1094250,True,9,2
1094267,True,38,37
1095463,manual,12,12
1095464,True,12,6
1095545,manual,11,13
1095548,False,7,6
1095549,True,27,18
1095550,True,6,4
1095558,True,2,1
1095560,True,3,1
1095562,manual,12,10
1095633,manual,8,11
1095645,True,4,2
1095646,True,3,2
1095647,True,3,2
1095649,True,6,5
1095651,True,4,2
1095652,True,4,2
1095656,True,4,3
1095466,True,3,1
1095659,True,4,2
1095672,True,4,2
1095678,True,19,14
1095755,True,24,21
1095761,True,29,25
1095769,manual,10,7
1096521,manual,10,12
1096525,True,70,18
1096529,True,8,3
1095920,True,43,19
1095929,True,5,3
1095931,True,5,3
1095933,True,5,3
1097061,True,12,4
1097122,True,77,74
1097282,True,13,6
1097295,True,3,1
1097302,True,6,3
1097317,True,3,1
1098532,True,6,5
1098539,True,13,8
1098559,True,7,3
1098591,True,13,5
1098605,True,4,2
1097170,True,6,3
1098664,True,5,4
1098668,True,3,2
1098670,True,4,1
1098672,True,24,23
1098709,True,3,2
1098726,True,7,2
1098841,True,3,2
1098843,True,4,2
1098858,True,4,2
1098886,manual,20,20
1098905,True,4,2
1098906,True,3,2
1098911,True,8,6
1098915,True,2,1
1098918,True,12,9
1099023,True,9,5
1099032,True,9,4
1099206,manual,22,24
1099210,True,12,10
1099040,True,6,4
1099321,True,3,1
1099323,True,4,2
1099324,True,16,3
1099220,manual,3,9
1099222,True,3,2
1099275,manual,43,43
1099309,True,2,1
1099387,True,8,3
1099495,True,3,2
1099581,True,21,20
1099584,True,42,20
1099588,True,80,73
1099594,True,34,26
1099599,True,10,9
1099603,manual,31,30
1099604,True,15,14
1099605,True,3,1
1099592,True,34,18
1099620,True,10,7
1099622,True,6,3
1099633,True,2,1
1099635,True,8,5
1099639,True,2,1
1099641,True,4,3
1099646,True,3,2
1099651,True,3,3
1099660,True,19,9
1099913,True,7,2
1099923,True,6,3
1099924,True,3,2
1099925,True,5,2
1099927,True,7,5
1099928,True,3,2
1099929,True,5,2
1099932,True,8,7
1099945,True,11,10
1099682,True,8,6
1099962,True,3,2
1099965,True,12,7
1099691,True,3,1
1099973,True,9,5
1099975,True,4,2
1099985,True,19,10
1099986,True,5,2
1099987,True,8,7
1099989,manual,7,10
1099991,manual,3,9
1100141,True,22,10
1101868,manual,27109,13037
1102287,manual,27,16
1102832,True,3,2
1102835,True,6,2
1102869,True,4,1
1102870,True,2,1
1102875,True,4,1
1102877,True,4,1
1102879,True,3,1
1102892,True,4,1
1102893,True,3,1
1102894,True,3,1
1102896,True,7,4
1102898,True,6,4
1102904,True,2,1
1102906,True,3,1
1102910,True,2,1
1102912,True,3,1
1102913,True,6,4
1102914,True,4,2
1102915,True,2,1
1102916,True,4,2
1102918,manual,4,9
1102920,True,5,4
1102932,True,4,3
1102934,True,3,1
1102936,True,3,1
1102954,True,4,1
1102955,True,3,1
1102956,True,6,1
1102957,True,4,1
1103840,True,4,2
1103841,manual,7,8
1103842,True,7,3
1103875,True,15,15
1104008,manual,35,23
1099852,True,10,6
1104212,True,5,1
1104748,True,17,10
1104752,True,7,6
1104753,manual,13,8
1104754,manual,134,85
1104640,True,11,8
1104675,True,6,2
1104692,True,14,8
1104699,True,11,4
1104707,manual,39,29
1104714,True,28,11
1104716,True,38,20
1104721,True,15,14
1104723,True,6,5
1104725,True,36,20
1104737,True,9,1
1104738,True,9,1
1104740,True,8,3
1104741,True,13,1
1104234,True,6,2
1104812,True,5,2
1104815,manual,43,13
1104816,True,5,2
1104820,True,5,2
1104872,manual,25,21
1104881,True,105,53
1105018,True,5,4
1105019,True,20,16
1105054,True,2,1
1105655,True,3,2
1105656,True,5,3
1105661,True,3,1
1105663,True,6,1
1105693,manual,4,7
1105783,manual,9,7
1105665,True,6,4
1105805,True,29,21
1105812,True,4,2
1105816,True,3,1
1105817,manual,3,7
1105707,True,6,6
1105736,True,6,5
1105738,True,4,2
1105739,True,4,2
1105740,True,2,1
1105744,True,2,1
1105762,True,19,14
1105893,manual,37,31
1105895,True,16,10
1105897,True,5,2
1105900,manual,21,12
1105911,True,18,9
1105912,manual,23,18
1105914,manual,25,19
1105915,manual,22,17
1105920,manual,22,18
1105929,manual,16,14
1105940,True,16,8
1105946,manual,22,7
1105956,True,18,9
1105957,True,19,12
1106057,True,21,14
1106062,True,12,7
1106075,True,7,2
1106076,True,7,2
1106077,manual,16,9
1105959,manual,25,19
1105960,manual,22,17
1105961,manual,22,18
1105965,True,17,9
1105971,True,16,8
1105977,manual,22,7
1105984,True,18,9
1105985,False,22,14
1105987,manual,25,19
1105989,manual,22,17
1105990,manual,22,18
1105994,True,17,9
1106004,True,16,8
1106010,manual,22,7
1105988,True,4,3
1106014,True,50,14
1106013,True,4,2
1106153,manual,4,7
1106282,manual,490,241
1106284,True,18,2
1106180,True,3,2
1106182,True,10,9
1106191,True,4,2
1106192,True,19,3
1106193,True,21,3
1106228,True,7,2
1106229,True,4,2
1106232,True,4,2
1106237,True,4,2
1106316,True,22,14
1106364,True,7,6
1106367,True,4,3
1106369,True,8,7
1106085,True,12,1
1106373,True,27,25
1106376,True,5,4
1106377,True,4,2
1106386,True,3,2
1106416,True,5,6
1105119,True,3,1
1106481,True,4,3
1106482,True,3,2
1106483,True,4,3
1106484,True,4,3
1106485,True,4,3
1106486,True,4,3
1106487,True,4,3
1106496,True,6,3
1106497,True,6,3
1106529,True,4,3
1106531,True,2,1
1106535,True,16,4
1106541,True,2,1
1106543,True,2,1
1106546,True,2,1
1106549,True,2,1
1106553,True,2,1
1106556,True,2,1
1106558,True,2,1
1106561,True,2,1
1106565,True,2,1
1106570,True,2,1
1106573,True,2,1
1106576,manual,2,7
1106580,True,2,1
1106121,manual,37,8
1106564,manual,10,11
1106568,True,5,3
1106575,True,4,1
1106584,True,5,4
1106592,True,5,2
1106602,True,12,8
1106607,True,32,20
1106620,True,14,10
1106623,True,10,7
1106625,True,15,11
1106646,True,14,10
1106648,True,14,10
1106650,True,25,15
1106652,manual,13,16
1106654,True,14,10
1106656,True,15,10
1106937,True,4,1
1106676,True,9,5
1106682,True,6,3
1106683,True,13,6
1106688,True,15,7
1106689,True,15,7
1106687,manual,39,42
1106734,True,30,8
1106754,True,5,3
1106762,True,17,2
1106772,True,5,4
1106774,True,14,12
1106778,manual,91,97
1106791,True,7,2
1106793,True,4,2
1106798,True,4,3
1106802,True,4,2
1107027,True,4,2
1107028,True,9,5
1107029,True,39,10
1107157,True,5,4
1107440,True,4,3
1107441,True,4,3
1107442,True,4,3
1107446,manual,3,7
1107167,True,24,7
1107189,True,2,1
1107363,True,7,5
1107382,True,19,13
1107497,True,18,1
1107499,True,3,2
1107505,True,24,14
1107519,True,16,15
1107553,True,3,2
1107560,manual,17,12
1107609,True,3,1
1107611,manual,12,12
1107629,True,7,2
1107182,True,3,2
1107206,True,26,12
1107649,manual,26,14
1107659,True,87,44
1107653,manual,8,8
1107708,True,12,10
1107300,True,2,1
1107338,True,4,1
1107343,manual,65,46
1107355,True,4,1
1108200,True,17,8
1108391,False,75,48
1108436,True,3,1
1108413,True,16,16
1108443,True,2,1
1108447,True,2,1
1108565,manual,1377,691
1108579,True,10,1
1108540,True,17,11
1108547,manual,429,214
1108681,True,844,333
1109019,True,4,2
1108730,True,11,3
1108732,manual,6868,3503
1109147,True,2,2
1109063,manual,8,10
1108753,True,40,17
1109098,True,9,5
1109153,True,55,14
1109156,manual,21,24
1109173,True,15,12
1109182,manual,141,202
1109200,True,17,17
1109202,manual,22,19
1109216,True,44,44
1109217,True,20,20
1109220,True,9,9
1108878,True,3,2
1109285,True,3,3
1109293,manual,24,53
1109340,manual,392,199
1109359,manual,313,162
1109392,manual,1005,506
1109533,manual,554,278
1109557,manual,283,147
1109569,manual,674,339
1109597,manual,331,168
1109603,manual,465,235
1109705,True,314,251
1109723,True,13,12
1109615,manual,579,287
1109682,manual,550,277
1109762,True,4,3
1109803,True,22,18
1109804,True,8,7
1109805,manual,40,7
1109542,manual,5,10
1109808,True,5,3
1109831,manual,144,74
1109556,True,6,3
1109558,True,5,4
1109567,True,12,9
1109574,manual,43,38
1109591,True,40,39
1109594,manual,4,9
1109596,manual,10,13
1109843,True,9,7
1109652,True,9,5
1109854,manual,132,73
1109926,manual,213,111
1109695,manual,38,35
1109628,True,3,2
1109629,True,673,364
1109666,True,9,8
1109674,True,98,69
1109934,True,14,12
1105633,True,3,2
1105634,True,20,9
1105635,True,26,24
1105641,True,3,2
1105638,True,3,2
1105639,True,4,3
1105643,True,6,5
1105644,True,7,4
1105645,True,4,3
1105646,True,4,3
1110263,manual,2,8
1110264,True,14,8
1110325,manual,3,9
1110405,True,13,12
1110438,True,2,1
1110509,True,19,18
1110513,True,17,14
1110583,manual,333,76
1110602,manual,435,239
1110606,manual,153,91
1110611,manual,106,60
1110058,manual,3,8
1110060,True,5,2
1110061,manual,30,38
1110447,True,8,4
1110476,True,11,9
1110481,True,15,14
1110657,True,8,4
1110697,True,16,8
1110614,manual,269,146
1110645,manual,61,9
1110841,manual,161,78
1110867,manual,274,39
1110876,manual,155,87
1110918,True,352,12
1110550,True,8,5
1110549,True,16,15
1110586,True,4,3
1110717,True,4,2
1110718,True,6,3
1110722,True,6,1
1110723,True,49,47
1110726,True,22,19
1110742,True,5,4
1110779,True,5,2
1110782,True,16,11
1110783,True,35,1
1110607,manual,6,7
1110610,True,20,9
1110612,True,2,1
1110615,True,4,2
1110621,True,15,8
1110787,True,4,1
1110081,True,4,2
1110833,True,5,3
1110834,True,6,5
1110863,True,4,3
1110909,False,247,246
1110917,True,12,9
1111000,manual,498,262
1111018,manual,92,56
1111021,True,3,2
1110105,True,11,7
1111026,True,4,2
1111027,True,5,1
1111029,True,5,1
1111033,manual,11,10
1111034,True,3,2
1111044,True,14,8
1111097,manual,1148,576
1111048,True,5,5
1111101,True,5,1
1111060,manual,703,395
1111083,manual,19,17
1110143,True,2,1
1110144,True,8,8
1110145,True,5,3
1111407,True,2,1
1111408,True,13,12
1111412,True,6,2
1111413,True,3,2
1111418,True,88,87
1111791,True,7,7
1111467,True,17,7
1111474,True,10,5
1111480,False,35,21
1112062,True,74,47
1112068,True,20,19
1111509,True,5,4
1111512,True,7,6
1111513,True,5,3
1111515,True,7,4
1111521,True,5,3
1111522,True,3,2
1111523,True,5,3
1111524,True,5,3
1111526,True,9,8
1111528,manual,3,9
1111531,True,10,9
1111553,True,25,2
1112887,manual,343,201
1112911,True,7,3
1112924,True,6,5
1112970,True,7,5
1112971,True,6,5
1112995,True,6,2
1113155,True,8,5
1113156,True,5,4
1113158,True,56,16
1113189,True,8,5
1113201,True,19,17
1113202,True,6,1
1113203,True,12,7
1113206,True,3,1
1113304,True,2,1
1113265,True,3,1
1113267,True,6,3
1113287,True,3,1
1113302,manual,6,7
1113322,True,4,3
1113338,True,3,1
1113339,True,4,2
1113340,True,4,2
1113341,True,4,2
1113342,True,4,2
1113343,True,4,2
1113344,True,4,2
1113345,True,5,2
1113414,True,4,3
1113778,manual,23,13
1113805,True,6,3
1113826,manual,7,9
1113830,True,38,25
1113833,manual,24,21
1113842,True,4,2
1113844,True,3,2
1113845,manual,7,8
1113846,True,10,5
1113847,True,6,3
1113848,manual,2,8
1113849,True,7,3
1113850,True,4,2
1113851,True,4,2
1113852,manual,7,9
1113853,True,4,2
1113854,True,5,2
1113855,True,4,2
1113856,True,3,2
1113858,True,4,2
1113859,True,3,2
1113860,True,3,2
1113861,True,4,2
1113865,True,2,1
1113866,True,3,2
1113867,True,4,2
1113868,True,3,2
1113872,True,4,2
1113874,True,4,2
1113875,True,4,2
1113876,True,3,1
1113878,manual,12,12
1113879,True,8,4
1113888,True,10,8
1113890,True,12,6
1113892,True,3,2
1113893,True,5,2
1113894,True,5,2
1113895,True,5,2
1113896,True,5,3
1113897,manual,5,8
1113898,True,4,2
1113899,True,4,2
1113900,True,5,2
1113901,True,4,2
1113902,True,4,2
1113905,True,7,3
1113934,True,4,2
1113935,True,6,5
1113939,True,3,2
1113940,True,3,2
1114060,True,13,2
1114063,manual,3,7
1114065,True,7,6
1114089,True,25,2
1114108,True,4,1
1114111,manual,9,7
1114137,True,4,3
1113629,True,3,1
1113646,manual,71,50
1114408,True,6,3
1113709,True,23,21
1114453,True,4,3
1114454,True,20,11
1114727,True,4,2
1114915,True,5,3
1114923,True,4,2
1114924,True,4,2
1114925,True,3,2
1114936,True,4,2
1115000,True,4,2
1115001,True,4,2
1115131,True,3,1
1115133,manual,15,11
1115169,True,6,2
1115171,True,4,2
1115172,manual,22,19
1115195,True,31,7
1115203,manual,14,10
1115204,True,11,5
1115177,manual,56,7
1115413,True,4,2
1115218,True,3,2
1115179,True,4,2
1115429,True,4,2
1115430,manual,8,8
1115432,True,4,2
1115440,True,12,7
1115441,True,12,7
1115442,True,18,10
1115450,True,10,3
1115452,True,3,2
1115458,True,3,2
1115460,True,2,1
1115252,True,12,10
1115285,True,3,4
1115568,True,18,10
1115576,True,12,7
1115584,True,4,2
1115585,True,3,2
1115323,True,2,1
1115333,manual,3,7
1115340,True,4,1
1115634,True,11,3
1115650,True,13,11
1115344,True,4,1
1115354,True,4,2
1115355,True,7,3
1115357,True,12,5
1115360,True,2,1
1115830,True,6,3
1115721,True,4,2
1115725,True,40,21
1115840,True,4,4
1115844,manual,7,9
1115850,True,6,3
1115851,True,6,3
1115855,True,4,2
1115856,True,6,3
1115857,True,4,2
1115862,True,6,5
1115863,True,8,4
1115865,True,4,3
1115787,True,4,2
1115866,True,4,2
1115871,True,4,3
1115872,True,4,2
1115877,True,6,3
1115802,True,8,6
1115803,True,11,7
1115881,True,6,3
1115882,True,12,7
1115883,True,13,8
1115810,True,2,1
1115812,True,53,20
1115815,manual,36,27
1115884,True,4,2
1115887,True,4,3
1115888,True,6,3
1115889,True,4,3
1115890,True,6,4
1115816,True,10,4
1115894,True,6,3
1115368,True,10,7
1115897,True,9,4
1115371,manual,5,10
1115901,True,4,2
1115902,True,6,3
1115903,True,4,2
1115372,True,5,3
1115908,True,4,2
1115909,True,8,5
1115910,True,10,5
1115374,True,2,1
1115911,True,6,3
1115376,manual,13,13
1115912,True,6,3
1115377,True,6,3
1115914,True,6,3
1115916,True,4,2
1115917,True,8,5
1115918,True,4,2
1115864,True,26,25
1115875,True,9,2
1115898,True,10,6
1115904,True,2,1
1115926,True,8,5
1115933,True,4,2
1115935,True,4,2
1115954,True,4,2
1115986,True,4,2
