chunk_id,partial_order,chunk_size,resolution_size
937635,True,6,3
937636,True,4,1
937639,True,6,3
937640,True,6,3
937644,True,4,1
937647,True,6,3
937649,True,5,1
937652,True,4,1
937655,True,6,3
937657,True,6,3
937672,True,5,1
937675,True,2,1
937678,True,4,2
937689,True,4,2
937718,True,4,2
937721,True,9,4
937628,True,4,3
937629,True,3,1
937630,True,4,2
937631,True,8,6
937632,True,13,8
937643,True,4,2
937681,True,3,1
937889,True,6,3
937891,manual,18,15
937732,True,4,3
937453,True,13,8
937456,True,5,3
937461,True,4,3
937470,True,12,9
937472,manual,24,20
937480,True,21,15
937488,True,19,13
937491,True,12,8
937497,True,4,3
937507,True,2,1
937536,True,6,3
938116,manual,20,7
938170,True,63,46
938261,True,17,11
938279,True,4,1
938280,True,11,9
938283,manual,68,23
938303,False,22,7
938378,True,5,2
938451,True,3,1
937545,True,4,3
937549,True,35,22
937592,True,34,4
937595,True,60,14
937611,True,9,5
937863,True,5,1
937864,True,5,1
937876,True,6,4
937830,True,3,2
937832,True,3,2
937834,True,4,1
937835,True,2,2
937948,True,2,1
937954,True,2,1
930389,True,4,1
937990,True,4,1
937994,True,11,1
937995,manual,5,8
938003,manual,67,59
938005,manual,24,20
938006,True,9,7
937989,True,6,1
938054,True,23,7
938069,True,4,2
930404,True,6,2
938097,True,6,5
938141,True,2,1
938150,True,3,2
938154,True,3,2
938158,True,3,2
938165,True,3,2
938340,True,13,10
938343,True,7,6
938344,True,14,5
938351,True,4,1
938364,manual,20,21
938365,manual,36,36
938368,manual,16,21
938370,True,8,1
938197,True,2,1
938207,True,8,7
938375,True,3,1
938388,True,54,21
938394,True,13,6
938397,True,11,9
938399,True,12,7
938400,True,7,2
938402,True,17,3
938404,True,11,9
938411,True,3,2
938412,True,9,4
938414,True,7,2
938379,True,4,1
938384,True,4,2
938398,True,2,1
938276,manual,14,18
938282,True,12,4
938285,True,3,2
938287,True,4,2
938422,True,6,3
938426,True,17,13
938428,True,6,2
938429,True,31,19
938442,True,17,2
938446,manual,4,8
938448,True,3,1
938450,True,4,2
938315,True,8,4
938317,True,7,5
938321,manual,5,7
938322,True,6,1
938334,True,7,5
938456,True,6,3
938458,True,9,2
938474,True,35,27
938615,True,8,3
938618,True,9,8
938620,True,7,1
938621,True,25,6
938488,True,4,2
938490,True,13,10
938687,manual,5,9
938499,True,3,2
938500,manual,9,10
938501,manual,3,8
938507,True,3,2
938510,True,23,18
938692,True,6,3
938707,manual,4,7
938511,True,5,4
938518,True,10,5
938524,True,21,16
938529,manual,18,16
938533,True,18,10
938534,True,10,7
938537,True,18,10
938539,True,10,7
938541,True,10,7
938543,True,12,9
938544,True,7,2
938538,True,4,3
938753,True,4,2
938558,True,4,2
938559,True,4,2
938560,True,15,12
938561,True,17,13
938802,True,2,1
938805,True,8,3
938807,True,7,3
938808,True,12,4
938811,True,12,3
938806,True,3,2
938571,True,6,4
938573,True,17,10
938831,True,4,2
938833,manual,6,8
938881,True,4,2
938882,True,4,2
938883,True,4,2
938884,True,4,2
938891,manual,11,13
938902,True,3,2
938918,True,5,3
938923,True,11,7
938926,True,11,7
938928,True,4,2
938930,manual,7,8
938931,True,4,2
939073,True,4,2
939183,True,9,8
939190,True,3,2
939194,True,33,5
939198,True,4,2
939200,True,27,5
939201,True,4,2
939209,True,17,2
939272,True,58,35
939278,manual,6,11
939299,True,4,3
939321,True,4,2
939328,True,4,3
939329,True,7,6
939333,True,23,15
939359,True,3,2
939417,True,4,2
939419,manual,4,8
939421,True,4,2
939423,True,4,2
939469,True,3,2
939544,True,3,2
939546,manual,54,55
939569,True,4,2
939577,True,4,2
939595,True,3,2
939600,True,5,3
939665,True,2,1
939709,True,3,2
939728,True,3,2
939735,True,7,1
939751,manual,32,18
939773,True,7,6
939780,True,4,2
939791,True,4,3
939796,True,4,2
939803,True,11,8
939813,True,2,1
939818,True,4,3
939820,True,4,1
939823,True,11,10
939076,True,4,2
939079,True,4,3
939086,True,4,3
939088,True,3,2
939092,True,7,2
939111,True,8,1
939139,True,8,1
939161,True,4,2
939171,True,7,4
940106,True,10,6
939932,manual,15,18
939951,True,8,4
939957,True,5,3
939971,True,6,3
940047,True,6,3
940083,manual,4,8
940087,True,7,3
940088,True,7,4
940062,True,6,4
940065,True,6,4
940623,True,3,2
940472,True,4,1
940473,True,8,5
940493,True,4,4
940508,True,12,3
940509,True,4,3
940510,True,5,2
940792,True,8,5
941451,True,14,8
941476,True,31,16
941478,True,6,3
941518,True,2,1
941524,True,12,7
940601,True,5,2
940582,manual,4,7
940600,True,11,8
940605,True,13,8
941290,True,4,2
941318,True,6,5
941314,True,37,22
941416,True,4,2
941419,True,5,3
941423,False,36,14
941424,True,12,2
941440,True,6,3
941441,True,8,4
941443,True,4,2
941442,True,5,4
941444,True,3,2
941445,True,24,23
942086,True,119,118
942090,True,3,1
942127,True,7,6
942128,True,16,15
942130,True,8,2
942131,True,36,2
942133,manual,24,21
942158,True,3,2
942173,manual,11,12
942174,manual,19,15
942178,True,9,7
942184,True,3,2
942185,True,14,7
942191,True,15,6
942194,True,15,5
942202,True,10,5
942218,manual,108,50
942230,True,4,3
942242,True,6,2
942360,True,4,2
942265,True,15,7
940817,manual,8,10
940818,manual,11,9
942394,True,8,7
942405,True,3,2
942406,True,54,32
942436,True,12,6
942438,True,12,6
942466,True,4,2
942467,True,5,2
942490,True,6,3
942494,True,12,7
942506,True,7,2
942507,True,3,1
942508,True,5,2
942509,True,9,5
942510,True,7,1
942520,True,21,6
942538,manual,2916,1460
942831,True,2,1
942937,manual,331,164
942969,True,2,1
942649,manual,2918,1460
942770,manual,2913,1470
943472,True,5,2
943478,True,4,2
943482,True,4,2
943486,True,4,2
943493,manual,10,14
943156,manual,44,11
943515,manual,4,8
943520,manual,39,37
943604,manual,2842,1438
943693,manual,324,178
943709,manual,7,8
943713,True,5,3
943743,manual,274,147
943787,manual,83,64
943790,True,7,2
943799,True,4,2
943800,True,9,5
943801,manual,11,10
943808,manual,70,48
943809,manual,82,52
943815,manual,11,12
943810,True,19,2
943811,True,6,1
943828,True,4,2
943834,True,14,11
943841,True,4,2
943842,True,14,13
943846,True,3,1
943860,manual,2822,1421
943307,True,10,6
943312,True,5,2
943315,True,4,2
943316,manual,2882,1444
944746,manual,21,22
944750,manual,21,22
944659,manual,4,9
944714,True,10,9
944716,True,10,6
944726,True,5,3
944787,True,5,2
944823,manual,76,45
944918,True,63,61
945152,True,4,2
945154,True,4,2
945166,True,20,1
945167,True,5,4
945168,True,4,3
945195,True,4,2
944984,True,9,9
945002,True,8,7
945007,True,11,4
945033,True,6,4
945057,True,2,1
945065,True,28,3
945079,True,5,3
945081,True,4,5
945595,manual,394,216
945636,manual,391,32
945650,True,8,5
945654,True,8,5
945748,True,29,9
945769,False,5,4
945778,True,3,2
945815,True,17,9
945817,True,17,11
946029,manual,11,12
946428,manual,83,64
946429,True,34,20
946439,True,4,4
946457,True,5,6
946483,False,45,43
946515,True,42,6
946547,True,3,2
946673,True,19,11
946676,True,18,11
946681,True,11,11
946700,True,10,5
946703,True,7,4
946704,False,6,5
946728,True,7,6
946964,True,3,2
946966,manual,28,18
947017,manual,42,39
947019,True,7,3
947020,True,17,11
947032,manual,44,48
945407,manual,6608,3353
945781,True,3,2
945790,True,4,2
945792,True,4,2
946416,manual,15,17
946419,True,2,1
946735,True,253,133
946750,True,4,3
946768,True,5,3
946776,True,22,18
946781,manual,6,11
946795,manual,99,44
946807,True,107,57
946813,True,3,2
946822,manual,110,53
946823,manual,112,63
946826,True,181,61
946827,manual,109,69
946830,True,62,33
946840,manual,107,53
946841,True,130,73
946843,True,246,138
946848,True,4,3
946857,True,3,1
946874,manual,330,291
946882,True,41,10
946883,manual,122,72
946885,True,3,2
946886,False,356,299
946891,True,119,66
946893,True,44,14
946894,True,210,126
946905,manual,219,142
946915,True,12,11
946922,True,3,2
946924,True,6,3
946935,manual,363,310
946947,manual,91,50
946956,manual,113,67
946959,manual,40,45
947323,True,11,6
947425,manual,892,473
947343,True,6,5
947345,True,6,5
947346,True,6,5
947347,True,6,5
947348,True,6,5
947350,True,4,1
947402,True,3,2
947419,True,6,3
947423,manual,3,7
947434,True,72,66
947504,manual,188,184
947509,True,5,5
947157,True,8,7
947164,True,4,3
947170,True,8,6
947172,manual,22,12
947182,True,37,20
947185,True,102,86
947193,True,72,62
947200,True,21,11
947227,True,11,7
947235,True,4,2
947238,True,4,2
947239,True,4,2
947240,True,4,2
947257,manual,6,8
947261,manual,21,19
947264,True,40,19
947266,True,28,12
947267,manual,24,25
947271,True,3,1
947272,True,2,1
947794,manual,2993,1568
947797,manual,2874,1486
947798,manual,482,241
947799,True,1559,781
947524,True,9,6
947528,True,2,1
947532,True,9,5
947539,True,7,7
947551,True,15,12
947555,True,9,7
947582,True,3,1
947653,True,7,5
947680,True,6,5
947867,True,25,5
947702,True,32,8
947896,True,5,4
948145,True,13,5
948166,True,4,2
948170,True,10,7
947947,manual,21,31
947993,True,40,20
948178,True,78,34
948187,True,214,91
941188,manual,7,9
957015,True,4,2
957099,True,16,16
957100,manual,86,53
957101,False,73,21
957103,True,5,4
957106,True,6,4
957107,True,7,5
957108,True,6,3
957109,False,14,8
960358,True,10,7
960452,manual,88,51
958035,True,6,5
958037,True,4,2
959817,True,34,33
959851,True,33,21
959852,True,21,20
959854,True,4,2
960621,manual,15,11
960655,True,6,4
960658,True,6,4
960672,True,5,3
960699,True,7,4
960700,True,12,7
960810,True,4,3
960837,True,3,2
960848,True,7,3
960850,True,8,5
960859,True,3,2
960860,True,18,13
960732,True,3,2
960733,True,3,1
960740,True,3,2
960743,True,29,22
960744,True,22,19
960748,True,6,5
960891,True,2,1
960916,True,15,14
960922,True,4,3
960947,True,5,3
960970,manual,18,12
960978,True,9,9
961075,True,15,8
961107,True,4,3
961126,manual,5,9
960561,True,4,2
961140,True,5,3
961307,True,7,4
961142,True,2,1
961151,manual,4,7
961323,manual,10,12
961333,True,7,5
961336,True,10,6
961339,True,10,6
961340,True,27,14
961341,True,57,25
961355,manual,3,9
961368,True,3,2
961210,manual,6,7
961212,True,9,2
961370,True,4,3
961374,manual,63,37
961375,True,9,9
961225,True,26,18
961388,True,4,2
961394,True,22,11
961402,True,6,5
961403,True,2,1
961231,manual,7,8
961232,True,4,2
961233,True,25,20
961234,manual,33,34
961235,True,9,5
961248,manual,43,13
961250,True,4,2
960569,True,10,5
960570,True,7,3
960572,True,4,2
960573,manual,220,226
960575,True,4,2
960580,True,4,2
960581,True,4,2
961468,True,10,1
961529,manual,11,13
961547,True,9,2
961549,True,4,1
961560,True,38,36
961563,manual,4,9
961567,True,4,3
961581,True,2,1
961582,manual,6,8
961604,True,3,2
961607,True,7,4
961613,True,5,3
961619,True,4,3
961624,True,19,6
961626,True,5,1
961631,True,7,3
961632,True,2,1
961633,manual,8,12
961869,True,11,3
961925,True,11,9
961936,True,7,5
961937,True,3,2
961938,True,3,2
961939,True,7,6
961940,True,3,2
961941,True,3,2
961974,True,4,2
961975,True,4,2
961986,True,4,2
961987,True,11,9
961990,True,6,2
961994,manual,13,15
961995,True,4,2
962031,True,7,5
962032,True,7,4
962033,True,6,5
962055,True,6,2
961650,True,2,1
961667,manual,12,8
961668,True,5,2
961674,True,4,3
961682,True,5,4
961686,True,5,3
961690,True,2,1
961717,True,11,7
961724,True,27,23
961737,True,3,1
961747,True,4,1
961748,True,7,1
961750,True,6,1
961752,True,3,1
961753,True,5,3
961801,True,3,2
961802,True,4,3
961804,True,3,2
961805,True,3,2
961806,manual,13,8
961807,True,22,19
961808,True,22,10
961819,True,11,9
961844,True,5,2
961855,True,11,3
962211,True,3,2
962231,True,16,10
962236,True,8,6
962252,True,4,3
962270,True,3,2
962307,True,2,1
962316,True,8,6
962320,True,5,3
962323,True,5,1
962346,True,20,9
962506,True,8,2
962507,True,8,2
962509,manual,4,8
962350,True,5,1
962356,True,3,2
962357,True,14,5
962361,True,27,11
962511,True,6,5
962514,True,8,2
962523,True,7,2
962529,True,57,28
962534,True,4,3
962536,True,3,2
962542,True,9,7
962377,True,21,9
962378,True,8,7
962379,True,3,2
962381,True,6,3
962383,True,2,1
962614,True,6,4
962620,True,5,3
962619,True,5,3
962645,True,2,1
962672,True,7,1
962678,True,7,4
962682,True,33,17
962685,True,12,6
962686,True,8,5
962124,True,9,6
962695,True,5,4
962125,True,9,6
962136,True,3,2
962137,True,3,2
962705,True,4,3
962389,True,17,12
962394,True,18,6
962707,True,11,10
962708,True,11,10
962709,True,11,10
962710,True,11,10
962719,True,2,1
962721,True,5,5
962725,manual,24,16
962142,True,8,5
962729,True,15,3
962733,manual,4,8
962737,True,4,1
962739,True,14,4
962741,True,3,3
962742,True,3,1
962743,True,3,1
962744,True,3,2
962745,True,3,1
962746,True,3,1
962470,True,19,10
962471,True,25,11
962757,manual,99,53
962761,manual,16,9
962143,True,5,3
962144,True,4,3
962145,manual,6,9
962148,True,4,2
962150,True,8,7
962156,True,4,3
962157,True,10,4
962822,True,3,2
963076,True,4,3
963081,True,10,9
962858,True,13,7
962860,True,6,5
962866,True,4,3
963083,True,8,4
963086,True,7,5
963090,manual,25,7
963096,manual,4,8
962867,True,4,3
962868,manual,4,9
962869,True,5,3
962870,manual,69,29
962872,True,27,14
962880,True,15,10
962167,True,3,2
962888,True,14,10
962171,True,6,3
962903,True,3,2
962172,True,6,4
962907,True,13,11
962176,True,6,4
962178,True,2,1
962179,True,6,3
962180,True,4,3
962181,True,10,5
962919,True,133,76
962182,True,3,2
962920,True,3,1
962931,True,4,2
962186,manual,157,78
962943,True,6,2
962944,True,16,12
962948,manual,29,22
963187,True,4,3
963263,manual,48,41
963006,True,7,4
963008,True,6,6
963048,True,5,3
963060,True,6,5
963314,True,7,3
963332,manual,48,41
963383,True,7,3
963410,True,3,2
963411,manual,3,9
963413,manual,8,12
963421,True,3,2
963422,True,3,3
963424,manual,8,12
963630,True,5,4
962188,True,3,2
963631,True,3,1
963633,manual,139,69
962189,True,4,3
963464,True,5,5
963465,True,5,5
963471,True,6,3
963487,True,3,2
963488,True,4,3
963688,True,2,1
963776,True,5,2
963781,True,10,7
963784,True,36,35
963786,True,5,2
963736,True,2,1
963790,manual,4,10
963771,True,10,7
963838,True,3,2
963839,True,41,39
963774,manual,36,41
963925,True,13,2
963926,True,43,2
963927,manual,17,11
963946,manual,41,16
963519,True,29,14
963523,True,3,1
963524,True,3,1
963525,True,3,1
963526,True,33,23
963527,manual,15,23
963528,True,16,4
963529,True,2,1
963530,True,18,17
963531,True,4,2
963532,True,10,8
963533,True,3,2
963534,True,16,15
963535,True,5,3
963544,True,3,2
963549,manual,63,43
963550,True,7,3
963551,True,7,4
963552,True,69,11
964065,False,8,6
964098,False,30,12
963584,True,10,5
963585,True,8,5
963586,True,4,2
963597,True,4,2
964114,True,14,11
964124,True,36,12
964147,True,11,8
964152,True,6,4
964158,manual,14,16
964205,True,3,2
964208,manual,13,19
964212,True,8,7
964215,True,4,3
964261,True,23,11
964264,True,9,6
964283,True,5,3
964284,True,5,3
964285,True,8,3
964286,True,14,10
964302,True,34,19
964303,True,8,6
964339,True,6,4
964599,True,3,2
964953,True,3,2
964954,True,8,4
964959,True,5,3
964960,True,3,1
964962,True,3,2
964966,True,4,2
964968,True,13,11
964977,True,9,7
964978,True,4,3
964985,manual,3,7
964988,True,6,6
964998,True,9,4
964972,True,13,7
964982,True,4,2
965017,True,4,3
965021,True,5,4
965040,manual,6,8
965046,True,34,26
965047,True,35,13
965064,True,13,7
965067,manual,190,103
965062,True,4,3
965070,True,13,11
965071,True,21,4
965074,manual,11,14
965082,True,11,8
965089,manual,11,13
965093,True,8,5
964838,True,6,4
964841,manual,23,19
964847,True,19,10
964926,True,68,50
965124,True,8,6
965125,True,6,5
965145,True,6,2
965149,True,5,2
965150,True,9,8
965152,True,6,3
965166,True,17,8
964463,True,489,8
964464,True,12,12
964539,True,4,3
965499,True,19,14
965670,True,25,24
965823,True,8,2
965704,True,118,19
965764,True,10,7
965866,True,4,3
965973,manual,36,19
965987,manual,34,19
966039,manual,24,27
966052,manual,10,10
966217,True,3,2
966225,True,5,3
966227,True,4,2
966238,True,9,7
966265,True,11,8
966826,True,36,35
966322,True,14,13
966859,True,6,6
966890,True,4,4
966865,True,4,2
966896,True,7,5
966899,True,6,5
966901,True,4,3
966640,True,14,7
967199,True,18,9
967242,True,16,10
967245,True,14,2
967265,manual,18,21
967319,True,11,3
967340,True,3,1
967351,True,3,1
967489,True,6,5
967493,True,9,8
967494,False,12,10
967505,True,7,6
967506,True,7,6
967514,manual,4,8
967516,True,7,6
967519,True,22,15
967522,True,7,6
967523,manual,7,12
967524,True,4,3
967525,True,7,6
967526,manual,19,17
967371,True,71,1
967553,True,19,2
967556,True,4,2
967359,True,7,3
967383,True,4,1
967386,True,9,4
967751,True,4,2
967754,True,4,2
967782,True,6,3
967405,True,6,5
967410,True,4,2
967416,True,9,2
967854,True,6,5
967475,True,3,2
968055,manual,28,7
969088,True,5,2
969349,True,9,2
969417,manual,76,32
969187,manual,10,11
969189,True,10,5
969193,manual,40,34
969483,True,6,3
969248,manual,19,18
969616,True,4,2
969639,True,5,3
969800,True,63,21
969753,True,10,6
969765,True,5,2
970115,True,5,2
970122,manual,56,30
970173,manual,8,13
970224,True,7,4
970156,True,6,3
970157,True,6,3
970254,True,4,2
970288,True,6,5
970621,True,14,8
970310,True,3,2
970834,False,292,200
970802,True,3,1
970836,True,12,2
970883,True,6,5
970894,True,8,7
971092,True,32,21
971201,True,5,3
971203,True,7,6
971269,manual,6,9
971327,True,5,2
971335,True,8,3
971422,True,2,1
971428,manual,40,11
971435,manual,77,27
971671,True,3,1
971672,True,2,1
971675,True,2,1
971710,manual,33,22
971726,True,4,2
971728,True,4,2
971778,manual,93,67
971741,manual,24,8
971743,True,14,12
971754,True,23,16
971782,manual,20,15
971793,manual,22,13
971822,manual,30,9
971827,True,3,1
971828,True,2,1
971829,True,3,1
971742,True,10,8
971591,True,3,2
971594,True,5,2
971599,True,7,5
971600,True,10,3
971626,True,7,3
971781,True,3,1
971788,True,25,16
971986,True,11,10
972000,True,4,3
971834,True,4,3
971835,True,4,2
971844,True,2,1
971853,True,13,10
972062,True,4,3
972121,True,3,2
971868,True,5,2
971872,True,19,14
971885,True,25,13
971918,True,7,5
971920,manual,7,10
971923,True,33,24
971924,manual,12,15
971932,manual,33,36
971974,True,4,2
971975,manual,79,37
972019,True,5,3
972020,manual,29,26
972024,True,5,3
972155,True,16,1
972028,manual,23,13
972044,manual,12,10
972065,True,61,27
972078,True,8,6
972094,True,15,11
972112,True,17,10
972115,False,219,120
972129,manual,731,329
972201,True,5,5
972207,True,22,12
972208,True,21,12
972252,manual,108,58
972265,True,2,1
972279,True,2,1
972284,True,7,5
972288,True,20,17
972305,True,28,21
972315,True,14,7
972354,manual,3,8
972357,True,12,7
972413,True,5,4
972415,manual,3,8
972423,True,2,1
972455,True,4,2
972452,True,2,1
972468,True,3,2
972633,manual,13,13
972673,True,6,4
972678,True,8,4
972770,manual,174,39
972803,manual,15,13
973017,True,9,8
973021,True,11,10
972189,True,39,20
973106,True,12,10
973119,True,5,3
973152,True,2,1
973176,True,6,3
973178,True,25,16
971940,True,3,1
973285,True,2,1
973287,True,2,1
971944,True,5,1
973452,True,18,10
973472,True,3,1
973554,True,3,1
973561,True,2,1
973539,manual,20,10
973617,True,11,1
973726,True,4,1
973738,True,3,2
973848,manual,103,60
973894,True,5,5
973978,True,31,1
974023,True,8,5
974263,True,13,6
974301,True,3,5
974098,manual,14,11
974105,True,6,6
974649,manual,1152,540
974259,True,93,35
974386,True,9,5
974388,True,4,2
974393,True,7,2
974395,True,4,3
974399,True,5,3
974416,True,3,2
974431,True,15,8
974449,True,2,1
974451,True,19,10
974455,True,7,4
974458,True,8,4
974530,True,10,8
974536,True,3,3
974542,True,3,1
974544,True,4,2
974546,True,3,1
974550,True,4,2
974552,manual,3,9
974556,manual,3,9
974605,True,6,3
974608,manual,10,11
974623,True,6,3
974625,True,3,2
974628,True,9,7
974633,manual,4,7
974654,True,10,7
974594,True,7,3
974597,True,2,1
974667,True,7,4
974731,True,4,2
974734,True,4,2
974737,True,4,2
975135,True,11,6
975142,True,14,10
975384,True,10,3
975204,True,5,3
975386,manual,31,26
975392,True,14,3
975213,True,14,6
975226,manual,30,27
975251,True,69,42
975258,True,36,24
975487,True,5,2
975504,True,10,2
975505,True,7,3
975506,manual,15,15
975491,True,3,2
975329,True,3,2
975510,manual,14,15
975551,True,5,2
975553,True,4,3
975562,True,9,5
975577,True,37,22
975370,True,21,11
975574,True,4,2
975585,True,3,2
975586,True,3,2
975587,True,2,1
975591,True,13,4
975593,True,5,1
975595,True,22,3
975600,manual,4,7
975603,True,2,1
975619,True,3,2
975625,True,2,1
975644,True,4,1
975646,True,8,1
975648,True,3,1
975650,True,2,1
975651,True,5,1
975652,True,2,1
975655,True,5,3
975657,True,7,3
975662,manual,4,7
975663,True,5,2
975668,True,12,3
975682,True,2,1
975685,True,7,4
975687,True,2,1
975699,True,2,1
975702,True,2,1
975710,True,2,1
975714,True,10,6
975719,True,4,1
975729,manual,6,8
975737,True,4,1
975787,True,23,8
975832,False,16,8
975852,True,6,3
975897,True,15,6
975902,True,8,6
976020,True,3,1
976021,True,10,5
976024,True,2,1
976026,True,3,1
976028,manual,7,7
976029,True,3,1
976034,True,4,2
976037,False,9,3
976042,True,4,3
976044,True,7,2
976051,True,5,1
976053,True,4,1
976054,True,25,12
976066,True,14,3
976074,True,6,1
976076,True,5,1
976078,True,10,6
976082,True,5,3
976095,True,3,1
976099,True,5,1
976101,True,4,1
976107,manual,8,7
976110,True,6,2
976115,True,19,10
976130,True,3,1
976132,True,7,2
976136,True,5,1
976143,True,27,10
976148,True,10,5
976152,manual,105,62
976170,True,5,3
976175,True,23,8
976184,True,3,2
976188,True,24,6
976191,True,5,3
976195,True,9,7
976209,True,23,22
976213,True,29,1
976253,True,4,2
976271,True,12,1
976274,True,6,3
976306,False,6,2
976317,True,4,3
976324,True,3,1
976330,True,3,1
976335,True,2,1
976340,True,5,2
976344,True,2,1
976345,True,2,1
976350,False,11,6
976353,manual,4,9
976354,False,5,3
976355,True,3,1
976386,True,6,5
976392,True,20,1
976394,True,4,1
976395,True,3,2
976399,True,8,4
976401,True,4,1
976403,True,3,1
976404,True,11,1
976408,True,2,1
976410,True,8,6
976432,True,3,2
976433,True,3,2
976445,True,11,4
976448,True,3,2
975854,True,6,3
976456,True,7,4
976459,True,4,1
976461,True,3,1
976462,True,12,6
976464,True,10,6
976466,True,6,3
976470,True,3,1
976476,True,6,4
975853,True,4,2
975856,manual,4,8
975862,True,13,10
976485,True,6,3
976487,True,6,3
976493,True,4,3
976498,True,7,3
976500,True,3,1
976502,manual,17,11
976505,True,9,2
976506,True,7,2
976511,manual,23,15
976513,manual,38,21
976514,manual,23,15
976517,manual,36,21
975882,True,4,2
976519,manual,24,15
976527,True,11,5
976536,True,8,4
976537,True,2,1
976538,True,8,4
975885,True,16,10
976542,True,10,6
976543,True,10,3
975893,True,3,1
976546,manual,12,9
976548,True,2,1
976551,True,10,3
976552,True,39,38
976554,True,44,1
976571,True,48,3
976573,True,2,1
976575,True,4,2
976577,True,7,3
976578,True,6,2
976579,True,21,12
976580,True,8,4
976581,True,3,1
976584,True,10,5
976585,True,317,159
976593,True,10,1
976600,True,6,1
976601,manual,1274,663
976640,True,9,4
976643,True,14,7
976654,True,7,1
975605,True,9,6
975608,True,13,11
975616,True,15,12
975618,True,3,1
975891,True,4,1
975673,True,14,5
975683,manual,125,82
975914,True,13,12
975919,True,2,1
975907,manual,31,22
975926,True,4,2
975734,manual,9,12
975933,manual,74,52
975955,True,30,29
975968,True,4,2
975976,manual,4,10
975989,True,19,13
976336,True,8,1
975995,True,5,2
976002,True,6,4
976005,True,4,1
976014,manual,45,53
976365,manual,22,28
976375,True,10,7
976381,True,12,5
976384,True,10,1
976393,True,2,1
976402,True,10,6
976118,True,11,3
976412,manual,469,240
976437,True,20,14
976150,True,3,2
976158,manual,4,8
976460,True,4,3
976463,True,44,8
976177,True,3,2
976172,True,6,5
976176,True,113,87
976532,True,4,2
976553,True,35,15
976555,False,60,51
976558,True,12,6
976562,True,5,4
976564,True,9,6
976572,manual,235,95
976214,True,4,1
976223,True,26,23
976228,True,4,3
976230,True,6,3
976592,True,4,3
976237,True,6,4
976962,manual,1718,891
977092,True,17,12
977101,manual,63,37
977038,manual,7942,4024
977478,manual,2554,1278
977116,True,3,1
977119,True,3,3
977120,manual,5,10
977121,True,3,1
976996,True,4,2
976998,True,4,2
977131,True,8,5
977136,True,15,7
977033,True,4,2
977042,manual,41,40
977156,manual,51,51
977039,True,2,1
977228,manual,5,11
977457,manual,979,573
977542,True,3,1
977560,True,6,3
977587,manual,9,9
977616,manual,10,9
977617,manual,27,24
977630,True,13,11
977631,manual,81,59
977668,False,9,7
977676,True,11,5
977677,True,21,13
977688,True,3,2
977813,True,7,5
977814,True,29,16
977818,True,19,14
977805,True,27,20
977341,True,3,2
977376,True,3,2
978111,True,2,1
977948,True,33,18
977955,False,1956,968
978112,True,4,1
978114,True,2,1
978116,True,2,1
978059,True,8,5
978117,True,4,1
978069,True,8,5
978087,True,3,1
978096,True,6,3
978195,manual,2142,1077
978326,manual,977,498
978354,True,17,15
978355,True,17,15
978548,manual,4525,2280
978893,manual,26,23
978898,True,52,18
978899,True,4,3
978397,manual,67,30
978409,manual,258,158
978375,True,3,2
978400,True,5,4
978472,manual,67,30
978489,manual,258,158
978435,True,11,9
978446,True,13,3
978719,True,3,2
978448,True,9,5
978723,True,8,3
978724,True,4,1
978737,manual,8,8
978768,True,18,9
978781,True,13,1
978794,manual,6,8
978803,manual,12,17
978873,manual,13,10
979088,manual,7848,3978
979136,manual,508,201
979133,True,3,2
979134,True,5,4
979137,True,12,11
979299,True,6,3
979377,True,19,13
979380,True,4,2
979440,manual,9,10
979441,manual,15,14
979565,False,6,6
979759,manual,3,7
979833,manual,7,8
979907,True,12,4
979924,manual,4,8
979969,manual,4,8
979977,manual,12,13
980005,manual,6596,3298
980099,manual,63,49
980137,True,12,1
980140,True,8,5
980358,True,32,31
980683,True,7,5
980767,manual,7845,3977
980814,True,15,5
980918,True,399,217
980975,manual,160,97
980988,True,12,7
981034,manual,101,103
981071,True,13,6
981121,True,13,11
981123,True,8,6
981125,manual,65,14
981157,manual,2925,1552
981391,manual,2243,1143
981455,True,12,4
981458,True,15,12
981467,True,12,9
981468,True,2,1
981470,True,11,7
981501,True,13,8
981526,True,24,24
981543,False,2922,1557
981674,manual,32,38
981783,True,92,38
981696,True,10,3
981974,True,12,9
981978,True,4,2
981982,True,12,6
981990,True,4,2
981991,True,4,2
981993,True,4,2
981994,True,4,2
981995,True,4,2
982002,True,4,2
982004,True,6,3
982039,manual,4,8
982040,True,4,2
982186,manual,144,146
981807,True,3,2
982243,True,12,9
981843,manual,7725,3863
982140,manual,8,9
982492,True,15,9
982518,manual,2628,11
982528,manual,2632,11
982540,manual,2622,11
982563,manual,15,13
982566,True,22,11
982583,True,4,1
982588,True,49,47
982811,True,5,4
982824,True,12,7
982925,True,8,7
982471,True,6,3
982976,True,3,2
982977,True,11,8
982979,manual,21,27
982468,manual,27,23
982479,True,6,5
982754,True,12,6
982768,True,7,5
982801,True,300,19
982875,True,53,28
972089,True,3,2
983004,True,4,1
983008,True,49,47
983120,True,5,4
983126,True,12,7
983179,manual,8,13
983186,True,3,2
983188,manual,11,14
983190,manual,21,27
983295,manual,7,11
983107,True,12,2
983108,True,12,11
983116,True,11,3
983157,manual,8,9
983313,True,24,1
983332,True,4,2
983160,True,7,4
983161,True,11,7
983351,True,5,5
983353,manual,7,9
