chunk_id,v1_percentage,v2_percentage,intersection_percentage,chunk_composition,missing_v1_lines,missing_v2_lines,missing_v1_lines_perc,missing_v2_lines_perc,v1_size,v2_size
929370,1.0,0.0,0.0, v1,1,0,50.0,0.0,2,0
929373,0.5,0.5,0.0, v1 v2,4,0,80.0,0.0,5,1
929380,0.5,0.5,0.0, v1 v2,0,5,0.0,83.33,1,6
929408,1.0,0.0,0.0, v1,2,1,33.33,100.0,6,1
929418,0.79,0.45,0.24, (v1_2) v1 (v1_2) v1 (v1_2) v1 v2 v1,0,0,0.0,0.0,21,9
928982,-1.0,-1.0,-1.0,,-1,-1,-1.0,-1.0,-1,-1
929025,0.5,0.5,0.0, v1 v2,1,0,50.0,0.0,2,1
929098,0.91,0.81,0.73, (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 v2 (v1_2) v2 (v1_2) v1 v2 (v1_2) v2 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 v2 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1,0,15,0.0,11.63,143,129
929523,0.41,0.9,0.31, v1 (v1_2) v1 (v1_2) v1 (v1_2) v2 (v1_2) v2,0,0,0.0,0.0,10,50
929577,0.9,0.7,0.6, v1 v2 (v1_2) v1 (v1_2) v1 (v1_2) v1,1,3,10.0,30.0,10,10
929587,-1.0,-1.0,-1.0,,-1,-1,-1.0,-1.0,-1,-1
929598,0.67,0.67,0.33, (v1_2) v1 v2 v1,2,0,33.33,0.0,6,4
929680,0.5,0.5,0.0, v1 v2,0,1,0.0,50.0,1,2
929682,0.5,0.5,0.0, v1 v2,0,1,0.0,50.0,1,2
929461,0.33,0.67,0.0, v2 v1,2,1,66.67,33.33,3,3
929700,0.79,0.37,0.17, v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 v2 v1 v2 v1 v2 v1 v2 v1 v2 v1 v2,26,0,23.42,0.0,111,27
929696,0.5,0.5,0.0, v2 v1,1,1,50.0,50.0,2,2
929467,1.0,0.0,0.0, v1,1,2,25.0,100.0,4,2
929589,-1.0,-1.0,-1.0,,-1,-1,-1.0,-1.0,-1,-1
929723,1.0,0.5,0.5, v1 (v1_2) v1 (v1_2),1,3,20.0,60.0,5,5
929600,-1.0,-1.0,-1.0,,-1,-1,-1.0,-1.0,-1,-1
929726,0.6,0.8,0.4, (v1_2) v2 v1 v2 v1,2,0,40.0,0.0,5,3
929608,0.17,0.83,0.0, v1 v2,0,1,0.0,16.67,1,6
929659,0.13,0.87,0.0, v1 v2,0,1,0.0,4.76,3,21
929665,0.99,0.12,0.11, v1 (v1_2) v1 (v1_2) v1 v2 v1,0,0,0.0,0.0,208,4
929690,0.38,0.9,0.28, v1 (v1_2) v2 (v1_2) v2,0,0,0.0,0.0,5,25
929742,0.5,0.5,0.0, v2 v1,1,0,50.0,0.0,2,1
929512,0.67,0.33,0.0, v1 v2 v1,0,6,0.0,85.71,2,7
929890,-1.0,-1.0,-1.0,,-1,-1,-1.0,-1.0,-1,-1
929848,-1.0,-1.0,-1.0,,-1,-1,-1.0,-1.0,-1,-1
929873,0.5,0.5,0.0, v1 v2,1,0,50.0,0.0,2,1
930562,1.0,0.0,0.0, v1,10,2,76.92,100.0,13,2
930597,0.75,0.25,0.0, v2 v1,1,0,25.0,0.0,4,1
931183,0.33,1.0,0.33, v2 (v1_2) v1 (v1_2) v2 (v1_2) v2,0,0,0.0,0.0,4,12
931233,0.33,0.67,0.0, v2 v1,1,1,50.0,33.33,2,3
931554,0.0,1.0,0.0, v2,0,2,0.0,50.0,0,4
931558,0.33,0.67,0.0, v2 v1,0,9,0.0,81.82,1,11
931955,-1.0,-1.0,-1.0,,-1,-1,-1.0,-1.0,-1,-1
931868,-1.0,-1.0,-1.0,,-1,-1,-1.0,-1.0,-1,-1
931648,0.8,0.6,0.4, v1 (v1_2) v1 v2 (v1_2) v1,0,2,0.0,25.0,8,8
931991,0.67,0.33,0.0, v2 v1,5,1,71.43,50.0,7,2
931994,0.88,0.38,0.25, v2 (v1_2) v1 (v1_2) v1,5,4,41.67,57.14,12,7
932003,1.0,0.0,0.0, v1,3,1,75.0,100.0,4,1
932009,1.0,0.0,0.0, v1,1,0,16.67,0.0,6,0
932012,1.0,0.0,0.0, v1,7,0,87.5,0.0,8,0
932021,0.8,0.2,0.0, v1 v2 v1,0,0,0.0,0.0,4,1
932033,-1.0,-1.0,-1.0,,-1,-1,-1.0,-1.0,-1,-1
932046,0.6,0.8,0.4, v1 v2 (v1_2) v1 v2,0,0,0.0,0.0,3,4
932059,0.67,0.33,0.0, v1 v2,1,0,33.33,0.0,3,1
932060,1.0,0.0,0.0, v1,3,1,75.0,100.0,4,1
932063,1.0,0.0,0.0, v1,2,0,50.0,0.0,4,0
932155,0.5,0.5,0.0, v2 v1,1,0,50.0,0.0,2,1
932159,0.29,1.0,0.29, v2 (v1_2) v1 v2,0,1,0.0,12.5,2,8
932187,0.8,0.2,0.0, v2 v1,1,0,20.0,0.0,5,1
932286,0.5,0.5,0.0, v2 v1,0,1,0.0,50.0,1,2
932296,0.6,0.6,0.2, v1 (v1_2) v2 v1,0,5,0.0,62.5,3,8
932307,0.5,0.5,0.0, v1 v2,1,1,50.0,50.0,2,2
932348,0.83,0.33,0.17, v1 (v1_2) v1 v2,0,4,0.0,66.67,5,6
932353,0.5,0.5,0.0, v1 v2,1,1,50.0,50.0,2,2
932354,0.5,0.5,0.0, v2 v1,1,1,50.0,50.0,2,2
932467,0.88,1.0,0.88, (v1_2) v1 (v1_2) v2 (v1_2) v1 (v1_2) v1,1,9,12.5,52.94,8,17
932489,0.0,1.0,0.0, v2,0,1,0.0,50.0,0,2
932491,0.88,0.12,0.0, v2 v1,0,2,0.0,66.67,7,3
932498,0.0,1.0,0.0, v2,0,1,0.0,33.33,0,3
932503,1.0,0.0,0.0, v1,1,0,33.33,0.0,3,0
932508,0.0,1.0,0.0, v2,0,1,0.0,50.0,0,2
932509,0.67,0.33,0.0, v1 v2,1,0,33.33,0.0,3,1
932086,1.0,0.0,0.0, v1,1,0,50.0,0.0,2,0
932178,0.03,0.97,0.0, v1 v2,1,0,50.0,0.0,2,28
932186,0.5,0.5,0.0, v2 v1,1,1,50.0,50.0,2,2
932179,0.33,0.67,0.0, v1 v2,3,0,75.0,0.0,4,2
932180,0.5,0.5,0.0, v1 v2,2,0,50.0,0.0,4,2
932562,1.0,0.02,0.02, v1 (v1_2) v1,2,4,1.45,80.0,138,5
932561,0.5,0.5,0.0, v1 v2,4,1,80.0,50.0,5,2
932253,0.75,0.25,0.0, v2 v1,2,0,25.0,0.0,8,2
932300,1.0,0.0,0.0, v1,1,1,50.0,100.0,2,1
932303,-1.0,-1.0,-1.0,,-1,-1,-1.0,-1.0,-1,-1
932318,0.0,1.0,0.0, v2,2,3,100.0,75.0,2,4
932326,0.83,0.67,0.5, v1 v2 (v1_2) v1 (v1_2) v1,1,11,16.67,73.33,6,15
932385,-1.0,-1.0,-1.0,,-1,-1,-1.0,-1.0,-1,-1
932410,-1.0,-1.0,-1.0,,-1,-1,-1.0,-1.0,-1,-1
932422,0.6,0.6,0.2, v2 (v1_2) v1 v2,1,0,25.0,0.0,4,3
932473,0.5,0.5,0.0, v1 v2,2,0,66.67,0.0,3,1
932482,-1.0,-1.0,-1.0,,-1,-1,-1.0,-1.0,-1,-1
932510,-1.0,-1.0,-1.0,,-1,-1,-1.0,-1.0,-1,-1
932523,-1.0,-1.0,-1.0,,-1,-1,-1.0,-1.0,-1,-1
932557,1.0,0.0,0.0, v1,5,0,62.5,0.0,8,0
932560,-1.0,-1.0,-1.0,,-1,-1,-1.0,-1.0,-1,-1
932565,0.5,0.5,0.0, v1 v2,0,1,0.0,50.0,1,2
932570,0.5,0.5,0.0, v2 v1,1,1,50.0,50.0,2,2
932572,0.5,0.5,0.0, v2 v1,1,1,50.0,50.0,2,2
932574,0.5,0.5,0.0, v2 v1,1,1,50.0,50.0,2,2
932575,0.8,0.2,0.0, v2 v1,1,1,20.0,50.0,5,2
932578,0.33,0.67,0.0, v2 v1,0,1,0.0,33.33,1,3
932588,0.5,0.5,0.0, v2 v1,1,1,50.0,50.0,2,2
932589,0.22,0.78,0.0, v2 v1 v2 v1 v2,0,3,0.0,30.0,2,10
932591,0.5,0.5,0.0, v2 v1 v2,0,0,0.0,0.0,2,2
932593,0.67,0.33,0.0, v1 v2,1,2,33.33,66.67,3,3
932609,1.0,0.0,0.0, v1,1,0,50.0,0.0,2,0
932611,0.2,0.8,0.0, v1 v2,15,0,93.75,0.0,16,4
932615,-1.0,-1.0,-1.0,,-1,-1,-1.0,-1.0,-1,-1
932681,1.0,0.0,0.0, v1,1,0,14.29,0.0,7,0
932684,1.0,0.0,0.0, v1,1,0,50.0,0.0,2,0
932608,1.0,0.0,0.0, v1,3,1,75.0,100.0,4,1
932619,1.0,0.0,0.0, v1,1,3,12.5,100.0,8,3
932636,0.5,0.5,0.0, v1 v2,1,1,50.0,50.0,2,2
932638,0.2,0.8,0.0, v1 v2,0,1,0.0,20.0,1,5
932643,-1.0,-1.0,-1.0,,-1,-1,-1.0,-1.0,-1,-1
932654,-1.0,-1.0,-1.0,,-1,-1,-1.0,-1.0,-1,-1
932662,0.0,1.0,0.0, v2,3,3,100.0,20.0,3,15
932664,0.93,0.73,0.67, (v1_2) v1 (v1_2) v1 (v1_2) v1 v2 v1 (v1_2) v1 (v1_2) v1 (v1_2) v1,1,3,6.67,21.43,15,14
932668,1.0,0.0,0.0, v1,1,4,33.33,100.0,3,4
932671,0.5,0.5,0.0, v1 v2,0,8,0.0,88.89,1,9
932676,0.43,0.67,0.1, v2 (v1_2) v1 v2 v1,2,7,18.18,33.33,11,21
932767,-1.0,-1.0,-1.0,,-1,-1,-1.0,-1.0,-1,-1
932624,0.5,0.5,0.0, v2 v1,1,1,50.0,50.0,2,2
932722,1.0,0.25,0.25, v1 (v1_2),5,1,55.56,50.0,9,2
932727,0.6,0.6,0.2, v2 (v1_2) v1,4,2,57.14,40.0,7,5
932732,1.0,0.0,0.0, v1,2,0,50.0,0.0,4,0
932743,0.88,0.38,0.25, v1 (v1_2) v1 v2,1,0,12.5,0.0,8,3
932746,0.88,0.38,0.25, v1 (v1_2) v1 v2,1,0,12.5,0.0,8,3
932755,1.0,0.0,0.0, v1,1,0,50.0,0.0,2,0
932759,-1.0,-1.0,-1.0,,-1,-1,-1.0,-1.0,-1,-1
932763,0.64,0.36,0.0, v2 v1 v2 v1,2,0,22.22,0.0,9,4
932769,0.67,0.33,0.0, v2 v1 v2 v1,2,0,20.0,0.0,10,4
932841,1.0,0.0,0.0, v1,1,0,50.0,0.0,2,0
932829,0.5,0.5,0.0, v1 v2,1,1,50.0,50.0,2,2
932782,0.88,0.25,0.12, v1 (v1_2) v2 v1,1,0,12.5,0.0,8,2
932787,0.71,0.29,0.0, v1 v2 v1,1,0,16.67,0.0,6,2
932790,0.71,0.29,0.0, v1 v2 v1,1,0,16.67,0.0,6,2
932830,1.0,0.0,0.0, v1,5,0,83.33,0.0,6,0
932832,0.5,0.5,0.0, v1 v2,0,3,0.0,75.0,1,4
932835,0.75,0.25,0.0, v2 v1,1,1,25.0,50.0,4,2
932791,0.55,0.95,0.5, v2 (v1_2) v2 (v1_2) v2 (v1_2) v2 (v1_2) v2 (v1_2) v2 (v1_2) v2 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2),13,0,36.11,0.0,36,42
932836,0.9,0.67,0.57, (v1_2) v2 v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v2 v1 v2 v1,16,1,37.21,5.88,43,17
932802,0.5,0.5,0.0, v1 v2,1,1,50.0,50.0,2,2
932804,0.5,0.5,0.0, v1 v2,1,1,50.0,50.0,2,2
933127,0.0,1.0,0.0, v2,0,1,0.0,50.0,0,2
932859,0.5,0.5,0.0, v1 v2,1,2,50.0,66.67,2,3
933147,0.0,1.0,0.0, v2,0,1,0.0,50.0,0,2
933161,0.89,1.0,0.89, (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 v2,0,0,0.0,0.0,8,9
932868,0.1,0.9,0.0, v1 v2,8,1,88.89,10.0,9,10
933171,0.25,0.75,0.0, v1 v2,3,4,75.0,57.14,4,7
933177,0.25,0.75,0.0, v1 v2,3,4,75.0,57.14,4,7
933181,0.5,0.67,0.17, v1 (v1_2) v1 v2,3,6,50.0,60.0,6,10
933189,0.25,0.75,0.0, v1 v2,3,4,75.0,57.14,4,7
932872,0.09,0.91,0.0, v2 v1 v2,3,1,75.0,9.09,4,11
933201,0.5,0.5,0.0, v1 v2,1,4,50.0,80.0,2,5
933203,0.5,0.5,0.0, v1 v2,1,4,50.0,80.0,2,5
933231,0.5,1.0,0.5, (v1_2) v2,0,3,0.0,60.0,1,5
932954,0.33,0.67,0.0, v1 v2,3,1,75.0,33.33,4,3
932958,0.5,0.5,0.0, v1 v2,1,1,50.0,50.0,2,2
932961,0.5,0.5,0.0, v1 v2,3,1,75.0,50.0,4,2
932963,0.67,0.33,0.0, v2 v1,1,1,33.33,50.0,3,2
933313,0.0,1.0,0.0, v2,0,5,0.0,83.33,0,6
933330,0.75,0.5,0.25, v1 v2 (v1_2) v1,1,12,25.0,85.71,4,14
933351,0.0,1.0,0.0, v2,0,5,0.0,83.33,0,6
932971,0.33,0.67,0.0, v1 v2,0,1,0.0,33.33,1,3
933422,0.5,0.5,0.0, v1 v2,0,3,0.0,75.0,1,4
932981,0.6,0.4,0.0, v1 v2,0,1,0.0,33.33,3,3
932882,0.5,1.0,0.5, (v1_2) v2 (v1_2),1,0,33.33,0.0,3,4
932885,0.89,0.89,0.78, v2 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v2,0,1,0.0,5.88,16,17
932901,0.5,0.5,0.0, v1 v2,0,2,0.0,66.67,1,3
932921,0.5,0.5,0.0, v1 v2,0,1,0.0,50.0,1,2
932928,0.12,0.88,0.0, v1 v2,1,1,50.0,12.5,2,8
932930,-1.0,-1.0,-1.0,,-1,-1,-1.0,-1.0,-1,-1
932932,0.5,0.5,0.0, v1 v2,0,1,0.0,50.0,1,2
932876,0.67,0.67,0.33, (v1_2) v1 v2,0,1,0.0,33.33,2,3
932878,0.67,0.67,0.33, (v1_2) v1 v2,0,1,0.0,33.33,2,3
932880,0.67,0.67,0.33, (v1_2) v1 v2,0,1,0.0,33.33,2,3
932877,1.0,0.0,0.0, v1,1,1,50.0,100.0,2,1
932879,1.0,0.0,0.0, v1,1,1,50.0,100.0,2,1
932952,0.5,0.5,0.0, v1 v2,0,1,0.0,50.0,1,2
932956,0.33,0.67,0.0, v2 v1,2,2,66.67,50.0,3,4
932960,0.6,0.4,0.0, v2 v1,2,2,40.0,50.0,5,4
932964,0.33,0.67,0.0, v2 v1,2,2,66.67,50.0,3,4
932959,1.0,0.0,0.0, v1,1,0,50.0,0.0,2,0
932962,0.67,0.33,0.0, v2 v1,1,2,20.0,50.0,5,4
932977,0.6,0.5,0.1, v1 v2 v1 (v1_2) v1,1,1,14.29,16.67,7,6
932982,0.0,1.0,0.0, v2,0,1,0.0,16.67,0,6
933005,0.8,1.0,0.8, (v1_2) v1 v2,0,16,0.0,84.21,2,19
933016,0.5,0.5,0.0, v1 v2,1,1,50.0,50.0,2,2
933018,0.5,0.5,0.0, v1 v2,1,1,50.0,50.0,2,2
933021,1.0,0.0,0.0, v1,1,0,33.33,0.0,3,0
932988,0.5,0.5,0.0, v1 v2,0,1,0.0,50.0,1,2
932995,0.97,0.03,0.0, v1 v2,1,0,2.86,0.0,35,1
933004,0.86,0.14,0.0, v1 v2,1,0,14.29,0.0,7,1
933006,0.5,0.5,0.0, v2 v1,1,2,50.0,66.67,2,3
933010,0.22,0.78,0.0, v2 v1,0,2,0.0,22.22,2,9
933002,0.5,0.5,0.0, v1 v2,1,1,50.0,50.0,2,2
933003,0.5,0.5,0.0, v1 v2,1,1,50.0,50.0,2,2
933026,0.0,1.0,0.0, v2,1,2,100.0,66.67,1,3
933031,0.5,0.5,0.0, v1 v2,1,1,50.0,50.0,2,2
933035,0.0,1.0,0.0, v2,0,2,0.0,66.67,0,3
933071,0.5,0.5,0.0, v1 v2,1,1,50.0,50.0,2,2
933081,0.5,0.5,0.0, v1 v2,1,1,50.0,50.0,2,2
933038,0.67,0.33,0.0, v1 v2,0,1,0.0,50.0,2,2
933061,0.67,0.33,0.0, v1 v2,0,1,0.0,50.0,2,2
933032,0.0,1.0,0.0, v2,1,1,100.0,50.0,1,2
933057,-1.0,-1.0,-1.0,,-1,-1,-1.0,-1.0,-1,-1
933084,0.5,0.5,0.0, v2 v1,3,1,75.0,50.0,4,2
933100,1.0,0.25,0.25, v1 (v1_2) v1,26,2,86.67,66.67,30,3
933104,1.0,0.0,0.0, v1,6,0,75.0,0.0,8,0
933105,1.0,0.0,0.0, v1,6,0,75.0,0.0,8,0
933109,-1.0,-1.0,-1.0,,-1,-1,-1.0,-1.0,-1,-1
933129,0.5,0.5,0.0, v2 v1,0,1,0.0,50.0,1,2
933124,1.0,0.0,0.0, v1,1,1,25.0,100.0,4,1
933204,0.67,0.67,0.33, v1 (v1_2) v2,0,0,0.0,0.0,2,2
933219,-1.0,-1.0,-1.0,,-1,-1,-1.0,-1.0,-1,-1
933230,0.5,0.5,0.0, v1 v2,1,1,50.0,50.0,2,2
933236,-1.0,-1.0,-1.0,,-1,-1,-1.0,-1.0,-1,-1
933250,0.33,0.67,0.0, v2 v1,1,0,50.0,0.0,2,2
933255,0.2,0.8,0.0, v2 v1,2,0,66.67,0.0,3,4
933269,0.0,1.0,0.0, v2,6,4,100.0,28.57,6,14
933284,0.33,0.67,0.0, v2 v1 v2,0,0,0.0,0.0,1,2
933299,-1.0,-1.0,-1.0,,-1,-1,-1.0,-1.0,-1,-1
933303,0.6,0.6,0.2, v1 v2 (v1_2) v1 v2,2,2,40.0,40.0,5,5
933301,0.67,0.67,0.33, v2 (v1_2) v1,1,1,33.33,33.33,3,3
933332,-1.0,-1.0,-1.0,,-1,-1,-1.0,-1.0,-1,-1
933312,0.22,0.89,0.11, (v1_2) v1 v2,0,1,0.0,11.11,2,9
933349,0.5,0.5,0.0, v1 v2,1,1,50.0,50.0,2,2
933369,0.5,0.5,0.0, v2 v1,0,1,0.0,50.0,1,2
933372,0.5,0.5,0.0, v2 v1,0,1,0.0,50.0,1,2
933374,0.5,0.5,0.0, v2 v1,0,1,0.0,50.0,1,2
933391,0.8,0.2,0.0, v1 v2 v1,0,0,0.0,0.0,4,1
933434,1.0,0.0,0.0, v1,12,0,85.71,0.0,14,0
933439,1.0,0.0,0.0, v1,1,0,50.0,0.0,2,0
933410,0.33,0.67,0.0, v2 v1 v2,0,1,0.0,33.33,1,3
933437,0.29,0.71,0.0, v2 v1 v2,0,0,0.0,0.0,2,5
933490,0.5,0.5,0.0, v1 v2,1,0,50.0,0.0,2,1
933505,0.33,0.67,0.0, v1 v2,0,1,0.0,33.33,1,3
933508,-1.0,-1.0,-1.0,,-1,-1,-1.0,-1.0,-1,-1
933514,0.5,0.5,0.0, v1 v2,1,0,50.0,0.0,2,1
933555,0.5,0.5,0.0, v2 v1,1,0,50.0,0.0,2,1
933566,0.5,0.5,0.0, v1 v2,1,1,50.0,50.0,2,2
933668,0.67,0.33,0.0, v1 v2,1,1,33.33,50.0,3,2
933670,0.75,0.5,0.25, v1 v2 (v1_2) v1 v2,3,2,33.33,33.33,9,6
933681,0.67,0.33,0.0, v1 v2,1,1,33.33,50.0,3,2
933683,0.75,0.5,0.25, v1 v2 (v1_2) v1 v2,2,2,25.0,33.33,8,6
933748,0.5,0.5,0.0, v2 v1,1,1,50.0,50.0,2,2
933854,0.5,0.5,0.0, v1 v2,1,0,50.0,0.0,2,1
933461,0.5,0.5,0.0, v1 v2,0,1,0.0,50.0,1,2
933485,0.14,0.86,0.0, v1 v2,4,1,80.0,14.29,5,7
933489,0.9,0.1,0.0, v2 v1,1,1,10.0,50.0,10,2
933491,0.5,0.5,0.0, v1 v2,1,1,50.0,50.0,2,2
933494,-1.0,-1.0,-1.0,,-1,-1,-1.0,-1.0,-1,-1
933515,1.0,0.0,0.0, v1,1,0,50.0,0.0,2,0
933534,0.33,0.67,0.0, v1 v2,1,0,50.0,0.0,2,2
933538,0.5,0.5,0.0, v1 v2,1,0,50.0,0.0,2,1
933541,0.5,0.5,0.0, v1 v2,1,0,50.0,0.0,2,1
933544,-1.0,-1.0,-1.0,,-1,-1,-1.0,-1.0,-1,-1
933551,0.86,0.14,0.0, v1 v2 v1,1,0,5.26,0.0,19,3
933691,0.38,0.85,0.23, v2 v1 (v1_2) v1 (v1_2) v2,6,0,54.55,0.0,11,11
934141,0.67,0.67,0.33, v2 (v1_2) v1,1,0,33.33,0.0,3,2
934214,0.67,0.67,0.33, v2 (v1_2) v1,1,1,33.33,33.33,3,3
934290,0.67,0.33,0.0, v2 v1,1,1,33.33,50.0,3,2
934363,-1.0,-1.0,-1.0,,-1,-1,-1.0,-1.0,-1,-1
934467,0.5,0.5,0.0, v1 v2,1,1,50.0,50.0,2,2
934484,0.67,0.33,0.0, v2 v1,1,1,33.33,50.0,3,2
934258,0.67,0.33,0.0, v2 v1,0,1,0.0,50.0,2,2
934259,0.8,0.2,0.0, v2 v1,0,2,0.0,66.67,4,3
934270,1.0,0.0,0.0, v1,2,2,66.67,100.0,3,2
934314,-1.0,-1.0,-1.0,,-1,-1,-1.0,-1.0,-1,-1
934322,0.25,0.75,0.0, v1 v2,0,1,0.0,25.0,1,4
934323,1.0,0.0,0.0, v1,1,1,50.0,100.0,2,1
934300,1.0,0.95,0.95, (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1,2,1,0.86,0.45,233,220
934342,0.75,0.25,0.0, v2 v1,0,1,0.0,50.0,3,2
934360,-1.0,-1.0,-1.0,,-1,-1,-1.0,-1.0,-1,-1
934436,0.0,1.0,0.0, v2,0,1,0.0,33.33,0,3
934387,-1.0,-1.0,-1.0,,-1,-1,-1.0,-1.0,-1,-1
934412,0.5,0.5,0.0, v2 v1,1,1,50.0,50.0,2,2
934416,0.5,0.5,0.0, v2 v1,1,1,50.0,50.0,2,2
934419,0.5,0.5,0.0, v2 v1,1,1,50.0,50.0,2,2
933639,-1.0,-1.0,-1.0,,-1,-1,-1.0,-1.0,-1,-1
933657,0.5,0.5,0.0, v1 v2,2,1,66.67,50.0,3,2
933665,-1.0,-1.0,-1.0,,-1,-1,-1.0,-1.0,-1,-1
933671,-1.0,-1.0,-1.0,,-1,-1,-1.0,-1.0,-1,-1
933710,-1.0,-1.0,-1.0,,-1,-1,-1.0,-1.0,-1,-1
933737,-1.0,-1.0,-1.0,,-1,-1,-1.0,-1.0,-1,-1
933775,0.25,0.88,0.12, v2 (v1_2) v2 v1,0,1,0.0,12.5,2,8
933791,0.86,0.14,0.0, v1 v2 v1,0,1,0.0,50.0,6,2
933798,0.5,0.5,0.0, v2 v1,1,0,50.0,0.0,2,1
933804,-1.0,-1.0,-1.0,,-1,-1,-1.0,-1.0,-1,-1
933808,1.0,0.0,0.0, v1,5,1,29.41,100.0,17,1
933819,1.0,0.0,0.0, v1,1,1,50.0,100.0,2,1
933893,0.5,0.5,0.0, v2 v1,1,1,50.0,50.0,2,2
933897,0.5,0.5,0.0, v2 v1,1,1,50.0,50.0,2,2
933900,0.67,0.33,0.0, v1 v2,1,2,33.33,66.67,3,3
933905,-1.0,-1.0,-1.0,,-1,-1,-1.0,-1.0,-1,-1
934004,0.17,0.83,0.0, v2 v1 v2,1,1,50.0,16.67,2,6
934021,0.67,0.67,0.33, v1 v2 (v1_2),3,1,60.0,33.33,5,3
934038,0.75,1.0,0.75, v2 (v1_2) v1 (v1_2) v1 (v1_2) v1 v2,2,1,25.0,11.11,8,9
934047,-1.0,-1.0,-1.0,,-1,-1,-1.0,-1.0,-1,-1
934066,0.33,0.67,0.0, v1 v2,1,0,50.0,0.0,2,2
934072,0.33,0.67,0.0, v1 v2,1,0,50.0,0.0,2,2
934078,0.0,1.0,0.0, v2,0,17,0.0,94.44,0,18
934090,-1.0,-1.0,-1.0,,-1,-1,-1.0,-1.0,-1,-1
934098,0.03,0.97,0.0, v2 v1,2,0,66.67,0.0,3,39
933617,0.5,0.5,0.0, v1 v2,0,1,0.0,50.0,1,2
933669,1.0,0.0,0.0, v1,1,1,33.33,100.0,3,1
933672,0.33,0.67,0.0, v1 v2,2,0,66.67,0.0,3,2
933680,0.43,0.71,0.14, v1 (v1_2) v1 v2,2,0,40.0,0.0,5,5
933685,0.67,0.33,0.0, v1 v2 v1,2,0,50.0,0.0,4,1
933687,1.0,0.0,0.0, v1,3,0,75.0,0.0,4,0
933690,0.5,0.5,0.0, v1 v2,2,0,66.67,0.0,3,1
