chunk_id,has_duplication,chunk_size,resolution_size
960744,False,29,20
960748,False,13,6
960891,False,9,2
960916,False,22,15
960922,False,11,4
960947,False,12,4
960970,False,25,9
960978,False,16,10
961075,False,22,9
961107,False,11,4
961126,False,12,4
960561,False,11,3
961140,False,12,4
961307,False,14,5
961142,False,9,2
961151,False,9,3
961323,False,17,8
961333,False,14,6
961336,False,17,7
961339,False,17,7
961340,False,34,15
961341,False,64,26
961355,False,20,4
961368,False,10,3
961210,False,10,4
961212,False,16,3
961370,False,11,4
961374,False,68,32
961375,False,16,10
961225,False,33,19
961388,False,11,3
961394,False,29,12
961402,False,13,6
961403,False,9,2
961231,False,11,5
961232,False,11,3
961233,False,32,21
961234,False,40,29
961235,False,16,6
961248,False,50,8
961250,False,11,3
960569,False,17,6
960570,False,14,4
960572,False,11,3
960573,False,227,221
960575,False,11,3
960580,False,11,3
960581,False,11,3
961468,False,17,2
961529,False,18,9
961547,False,16,3
961549,False,11,2
961560,False,45,37
961563,False,12,4
961567,False,11,4
961581,False,9,2
961582,False,13,3
961604,False,10,3
961607,False,14,5
961613,False,12,4
961619,False,11,4
961624,False,26,7
961626,False,12,2
961631,False,14,4
961632,False,9,2
961633,False,15,9
961869,False,18,4
961925,False,18,10
961936,False,14,6
961937,False,10,3
961938,False,10,3
961939,False,14,7
961940,False,10,3
961941,False,10,3
961974,False,11,3
961975,False,11,3
961986,False,11,3
961987,False,18,10
961990,False,13,3
961994,False,20,10
961995,False,11,3
962031,False,14,6
962032,False,14,5
962033,False,13,6
962055,False,13,3
961650,False,9,2
961667,False,20,3
961668,False,12,3
961674,False,11,4
961682,False,12,5
961686,False,12,4
961690,False,9,2
961717,False,18,8
961724,False,34,24
961737,False,10,2
961747,False,11,2
961748,False,14,2
961750,False,13,2
961752,False,10,2
961753,False,12,4
961801,False,11,3
961802,False,11,4
961804,False,10,3
961805,False,10,3
961806,False,18,3
961807,False,26,20
961808,False,29,11
961819,False,18,10
961844,False,12,3
961855,False,18,4
962211,False,10,3
962231,False,23,11
962236,False,15,7
962252,False,11,4
962270,False,10,3
962307,False,9,2
962316,False,15,7
962320,False,12,4
962323,False,12,2
962346,False,27,10
962506,False,15,3
962507,False,15,3
962509,False,11,4
962350,False,12,2
962356,False,10,3
962357,False,21,6
962361,False,34,12
962511,False,13,6
962514,False,15,3
962523,False,14,3
962529,False,64,29
962534,False,11,4
962536,False,10,3
962542,False,16,8
962377,False,28,10
962378,False,15,8
962379,False,10,3
962381,False,13,4
962383,False,9,2
962614,False,13,5
962620,False,12,4
962619,False,12,4
962645,False,9,2
962672,False,14,2
962678,False,14,5
962682,False,40,18
962685,False,19,7
962686,False,15,6
962124,False,16,7
962695,False,12,5
962125,False,16,7
962136,False,10,3
962137,False,10,3
962705,False,11,4
962389,False,24,13
962394,False,25,7
962707,False,18,11
962708,False,18,11
962709,False,18,11
962710,False,18,11
962719,False,9,2
962721,False,12,6
962725,False,29,12
962142,False,15,6
962729,False,22,4
962733,False,11,4
962737,False,11,2
962739,False,21,5
962741,False,10,4
962742,False,10,2
962743,False,10,2
962744,False,10,3
962745,False,10,2
962746,False,10,2
962470,False,26,11
962471,False,32,12
962757,False,106,48
962761,False,22,6
962143,False,12,4
962144,False,11,4
962145,False,13,6
962148,False,11,3
962150,False,15,8
962156,False,11,4
962157,False,17,5
962822,False,9,3
963076,False,11,4
963081,False,17,10
962858,False,20,8
962860,False,13,6
962866,False,11,4
963083,False,15,5
963086,False,14,6
963090,False,29,4
963096,False,11,4
962867,False,11,4
962868,False,11,4
962869,False,12,4
962870,False,74,24
962872,False,34,15
962880,False,22,11
962167,False,10,3
962888,False,21,11
962171,False,13,4
962903,False,10,3
962172,False,13,5
962907,False,20,12
962176,False,13,5
962178,False,9,2
962179,False,12,4
962180,False,11,4
962181,False,17,6
962919,False,139,77
962182,False,10,3
962920,False,10,2
962931,False,11,3
962186,False,162,74
962943,False,13,3
962944,False,23,13
962948,False,36,21
963187,False,11,4
963263,False,55,38
963006,False,14,5
963008,False,13,7
963048,False,12,4
963060,False,13,6
963314,False,14,4
963332,False,55,38
963383,False,14,4
963410,False,10,3
963411,False,10,4
963413,False,15,8
963421,False,10,3
963422,False,10,4
963424,False,15,8
963630,False,12,5
962188,False,10,3
963631,False,10,2
963633,False,146,64
962189,False,11,4
963464,False,13,6
963465,False,12,6
963471,False,13,4
963487,False,10,3
963488,False,11,4
963688,False,9,2
963776,False,12,3
963781,False,17,8
963784,False,43,36
963786,False,12,3
963736,False,9,2
963790,False,12,5
963771,False,17,8
963838,False,10,3
963839,False,48,40
963774,False,43,36
963925,False,20,3
963926,False,50,3
963927,False,22,7
963946,False,49,11
963519,False,36,15
963523,False,10,2
963524,False,10,2
963525,False,10,2
963526,False,40,24
963527,False,25,18
963528,False,23,5
963529,False,9,2
963530,False,25,18
963531,False,11,3
963532,False,17,9
963533,False,10,3
963534,False,23,16
963535,False,12,4
963544,False,10,3
963549,False,68,38
963550,False,14,4
963551,False,14,5
963552,False,76,12
964065,False,15,7
964098,,37,13
963584,False,17,6
963585,False,15,6
963586,False,11,3
963597,False,11,3
964114,False,21,12
964124,False,43,13
964147,False,18,9
964152,False,13,5
964158,False,21,12
964205,False,10,3
964208,False,20,14
964212,False,15,8
964215,False,11,4
964261,False,30,12
964264,False,16,7
964283,False,12,4
964284,False,12,4
964285,False,15,4
964286,False,21,11
964302,False,41,20
964303,False,15,7
964339,False,13,5
964599,False,10,3
964953,False,10,3
964954,False,15,5
964959,False,12,4
964960,False,10,2
964962,False,10,3
964966,False,11,3
964968,False,20,12
964977,False,16,8
964978,False,11,4
964985,False,10,3
964988,False,13,7
964998,False,16,5
964972,False,20,8
964982,False,11,3
965017,False,10,4
965021,False,12,5
965040,False,13,3
965046,False,41,27
965047,False,42,14
965064,False,20,8
965067,False,192,100
965062,False,11,4
965070,False,20,12
965071,False,28,5
965074,False,18,9
965082,False,18,9
965089,False,18,9
965093,False,15,6
964838,False,13,5
964841,False,30,14
964847,False,26,11
964926,False,75,51
965124,False,15,7
965125,False,13,6
965145,False,13,3
965149,False,12,3
965150,False,16,9
965152,False,13,4
965166,False,24,9
964463,False,496,9
964464,False,19,13
964539,False,11,4
965499,False,26,15
965670,False,32,25
965823,False,15,3
965704,False,125,20
965764,False,17,8
965866,False,11,4
965973,False,43,16
965987,False,42,16
966039,False,29,22
966052,False,14,7
966217,False,10,3
966225,False,12,4
966227,False,11,3
966238,False,16,8
966265,False,18,9
966826,False,43,36
966322,False,21,14
966859,False,11,7
966890,False,11,5
966865,False,11,3
966896,False,14,6
966899,False,13,6
966901,False,9,4
966640,False,21,8
967199,False,25,10
967242,False,23,11
967245,False,21,3
967265,False,25,17
967319,False,18,4
967340,False,10,2
967351,False,10,2
967489,False,13,6
967493,False,14,9
967494,False,19,11
967505,False,14,7
967506,False,14,7
967514,False,11,3
967516,False,14,7
967519,False,29,16
967522,False,14,7
967523,False,14,7
967524,False,11,4
967525,False,14,7
967526,False,23,14
967371,False,78,2
967553,False,26,3
967556,False,11,3
967359,False,14,4
967383,False,11,2
967386,False,16,5
967751,False,11,3
967754,False,11,3
967782,False,13,4
967405,False,13,6
967410,False,11,3
967416,False,16,3
967854,False,13,6
967475,False,10,3
968055,False,32,4
969088,False,12,3
969349,False,16,3
969417,False,83,27
969187,False,17,6
969189,False,17,6
969193,False,47,31
969483,False,13,4
969248,False,26,15
969616,False,11,3
969639,False,12,4
969800,False,70,22
969753,False,17,7
969765,False,12,3
970115,False,12,3
970122,False,64,25
970173,False,15,10
970224,False,14,5
970156,False,13,4
970157,False,13,4
970254,False,11,3
970288,False,13,6
970621,False,21,9
970310,False,10,3
970834,False,299,201
970802,False,10,2
970836,False,19,3
970883,False,13,6
970894,False,15,8
971092,False,39,22
971201,False,12,4
971203,False,14,7
971269,False,13,6
971327,False,12,3
971335,False,15,4
971422,False,9,2
971428,False,47,6
971435,False,82,22
971671,False,10,2
971672,False,9,2
971675,False,9,2
971710,False,40,17
971726,False,11,3
971728,False,11,3
971778,False,95,67
971741,False,31,4
971743,False,21,13
971754,False,30,17
971782,False,27,12
971793,False,29,10
971822,False,38,4
971827,False,10,2
971828,False,9,2
971829,False,10,2
971742,False,17,9
971591,False,10,3
971594,False,12,3
971599,False,14,6
971600,False,17,4
971626,False,14,4
971781,False,10,2
971788,False,32,17
971986,False,18,11
972000,False,11,4
971834,False,11,4
971835,False,11,3
971844,False,9,2
971853,False,20,11
972062,False,11,4
972121,False,10,3
971868,False,12,3
971872,False,26,15
971885,False,32,14
971918,False,14,6
971920,False,14,7
971923,False,40,25
971924,False,19,12
971932,False,40,32
971974,False,11,3
971975,False,83,32
972019,False,12,4
972020,False,34,21
972024,False,12,4
972155,False,23,2
972028,False,27,12
972044,False,19,7
972065,False,68,28
972078,False,15,7
972094,False,22,12
972112,False,24,11
972115,False,226,121
972129,False,736,327
972201,False,12,6
972207,False,29,13
972208,False,28,13
972252,False,110,58
972265,False,9,2
972279,False,9,2
972284,False,14,6
972288,False,27,18
972305,False,35,22
972315,False,21,8
972354,False,10,3
972357,False,19,8
972413,False,12,5
972415,False,10,4
972423,False,9,2
972455,False,11,3
972452,False,9,2
972468,False,10,3
972633,False,21,8
972673,False,13,5
972678,False,15,5
972770,False,179,35
972803,False,22,10
973017,False,16,9
973021,False,18,11
972189,False,46,21
973106,False,19,11
973119,False,12,4
973152,False,9,2
973176,False,13,4
973178,False,32,17
971940,False,10,2
973285,False,9,2
973287,False,9,2
971944,False,12,2
973452,False,25,11
973472,False,10,2
973554,False,10,2
973561,False,9,2
973539,False,27,6
973617,False,18,2
973726,False,11,2
973738,False,10,3
973848,False,105,57
973894,False,12,6
973978,False,38,2
974023,False,15,6
974263,False,20,7
974301,False,10,6
974098,False,21,8
974105,False,13,7
974649,False,1156,536
974259,False,101,36
974386,False,16,6
974388,False,11,3
974393,False,14,3
974395,False,11,4
974399,False,12,4
974416,False,10,3
974431,False,22,9
974449,False,9,2
974451,False,26,11
974455,False,14,5
974458,False,15,5
974530,False,17,9
974536,False,10,4
974542,False,10,2
974544,False,11,3
974546,False,10,2
974550,False,11,3
974552,False,10,5
974556,False,10,5
974605,False,13,4
974608,False,17,6
974623,False,13,4
974625,False,10,3
974628,False,16,8
974633,False,11,3
974654,False,17,8
974594,False,14,4
974597,False,9,2
974667,False,14,5
974731,False,11,3
974734,False,11,3
974737,False,11,3
975135,False,18,7
975142,False,21,11
975384,False,17,4
975204,False,12,4
975386,False,38,21
975392,False,21,4
975213,False,21,7
975226,False,37,22
975251,False,76,43
975258,False,43,25
975487,False,12,3
975504,False,17,3
975505,False,14,4
975506,False,22,10
975491,False,10,3
975329,False,10,3
975510,False,21,10
975551,False,12,3
975553,False,11,4
975562,False,15,6
975577,False,44,23
975370,False,28,12
975574,False,11,3
975585,False,10,3
975586,False,10,3
975587,False,9,2
975591,False,20,5
975593,False,12,2
975595,False,29,4
975600,False,11,2
975603,False,9,2
975619,False,10,3
975625,False,9,2
975644,False,11,2
975646,False,15,2
975648,False,10,2
975650,False,9,2
975651,False,12,2
975652,False,9,2
975655,False,12,4
975657,False,14,4
975662,False,11,2
975663,False,12,3
975668,False,19,4
975682,False,9,2
975685,False,14,5
975687,False,9,2
975699,False,9,2
975702,False,9,2
975710,False,9,2
975714,False,17,7
975719,False,11,2
975729,False,13,4
975737,False,11,2
975787,False,30,9
975832,False,23,9
975852,False,13,4
975897,False,22,7
975902,False,15,7
976020,False,10,2
976021,False,17,6
976024,False,9,2
976026,False,10,2
976028,False,15,2
976029,False,10,2
976034,False,11,3
976037,False,16,4
976042,False,11,4
976044,False,14,3
976051,False,12,2
976053,False,11,2
976054,False,32,13
976066,False,21,4
976074,False,13,2
976076,False,12,2
976078,False,17,7
976082,False,12,4
976095,False,10,2
976099,False,12,2
976101,False,11,2
976107,False,12,4
976110,False,13,3
976115,False,26,11
976130,False,10,2
976132,False,14,3
976136,False,12,2
976143,False,34,11
976148,False,17,6
976152,False,112,57
976170,False,12,4
976175,False,30,9
976184,False,10,3
976188,False,31,7
976191,False,12,4
976195,False,16,8
976209,False,30,23
976213,False,36,2
976253,False,11,3
976271,False,19,2
976274,False,13,4
976306,False,13,3
976317,False,11,4
976324,False,10,2
976330,False,10,2
976335,False,9,2
976340,False,12,3
976344,False,9,2
976345,False,9,2
976350,False,18,7
976353,False,11,4
976354,False,12,4
976355,False,10,2
976386,False,13,6
976392,False,27,2
976394,False,11,2
976395,False,10,3
976399,False,15,5
976401,False,11,2
976403,False,10,2
976404,False,18,2
976408,False,9,2
976410,False,15,7
976432,False,10,3
976433,False,10,3
976445,False,18,5
976448,False,10,3
975854,False,13,4
976456,False,14,5
976459,False,11,2
976461,False,10,2
976462,False,19,7
976464,False,17,7
976466,False,13,4
976470,False,10,2
976476,False,13,5
975853,False,11,3
975856,False,11,3
975862,False,20,11
976485,False,13,4
976487,False,13,4
976493,False,11,4
976498,False,14,4
976500,False,10,2
976502,False,22,8
976505,False,16,3
976506,False,14,3
976511,False,27,12
976513,False,42,18
976514,False,27,12
976517,False,40,18
975882,False,11,3
976519,False,28,12
976527,False,18,6
976536,False,15,5
976537,False,9,2
976538,False,15,5
975885,False,23,11
976542,False,17,7
976543,False,17,4
975893,False,10,2
976546,False,16,6
976548,False,9,2
976551,False,17,4
976552,False,46,39
976554,False,51,2
976571,False,55,4
976573,False,9,2
976575,False,11,3
976577,False,14,4
976578,False,13,3
976579,False,29,13
976580,False,15,5
976581,False,10,2
976584,False,17,6
976585,False,321,160
976593,False,17,2
976600,False,13,2
976601,False,1280,658
976640,False,16,5
976643,False,21,8
976654,False,14,2
975605,False,15,7
975608,False,20,12
975616,False,22,13
975618,False,10,2
975891,False,11,2
975673,False,21,6
975683,False,131,77
975914,False,20,13
975919,False,9,2
975907,False,37,17
975926,False,11,3
975734,False,17,7
975933,False,79,47
975955,False,37,30
975968,False,11,3
975976,False,11,5
975989,False,26,14
976336,False,15,2
975995,False,12,3
976002,False,13,5
976005,False,11,2
976014,False,55,48
976365,False,30,23
976375,False,17,8
976381,False,19,6
976384,False,17,2
976393,False,9,2
976402,False,17,7
976118,False,18,4
976412,False,470,240
976437,False,27,15
976150,False,10,3
976158,False,11,4
976460,False,11,4
976463,False,50,9
976177,False,10,3
976172,False,13,6
976176,False,120,88
976532,False,11,3
976553,False,42,16
976555,False,67,52
976558,False,19,7
976562,False,12,5
976564,False,16,7
976572,False,236,95
976214,False,11,2
976223,False,31,24
976228,False,11,4
976230,False,13,4
976592,False,11,4
976237,False,13,5
976962,False,1719,889
977092,False,24,13
977101,False,70,34
977038,False,7943,4022
977478,False,2555,1276
977116,False,10,2
977119,False,10,4
977120,False,12,5
977121,False,10,2
976996,False,11,3
976998,False,11,3
977131,False,15,6
977136,False,22,8
977033,False,11,3
977042,False,45,37
977156,False,55,51
977039,False,9,2
977228,False,27,6
977457,False,981,571
977542,False,10,2
977560,False,13,4
977587,False,13,6
977616,False,18,4
977617,False,32,19
977630,False,20,12
977631,False,88,55
977668,False,16,8
977676,False,18,6
977677,False,28,14
977688,False,10,3
977813,False,14,6
977814,False,36,17
977818,False,26,15
977805,False,34,21
977341,False,10,3
977376,False,10,3
978111,False,9,2
977948,False,40,19
977955,False,1963,969
978112,False,11,2
978114,False,9,2
978116,False,9,2
978059,False,15,6
978117,False,11,2
978069,False,15,6
978087,False,10,2
978096,False,13,4
978195,False,2149,1074
978326,False,989,493
978354,False,24,16
978355,False,24,16
978548,False,4534,2275
978893,False,31,18
978898,False,59,19
978899,False,11,4
978397,False,74,25
978409,False,259,155
978375,False,10,3
978400,False,12,5
978472,False,74,25
978489,False,259,155
978435,False,18,10
978446,False,20,4
978719,False,10,3
978448,False,16,6
978723,False,15,4
978724,False,11,2
978737,False,13,3
978768,False,25,10
978781,False,20,2
978794,False,10,5
978803,False,19,12
978873,False,20,6
979088,False,7849,3978
979136,False,515,197
979133,False,10,3
979134,False,12,5
979137,False,19,12
979299,False,13,4
979377,False,26,14
979380,False,11,3
979440,False,16,5
979441,False,22,9
979565,False,13,7
979759,False,10,2
979833,False,14,3
979907,False,19,5
979924,False,11,3
979969,False,11,3
979977,False,19,8
980005,False,6597,3298
980099,False,70,46
980137,False,19,2
980140,False,15,6
980358,False,39,32
980683,False,14,6
980767,False,7847,3977
980814,False,22,6
980918,False,406,218
980975,False,169,92
980988,False,19,8
981034,False,109,99
981071,False,20,7
981121,False,20,12
981123,False,15,7
981125,False,69,11
981157,False,2926,1552
981391,False,2244,1143
981455,False,19,5
981458,False,22,13
981467,False,19,10
981468,False,9,2
981470,False,18,8
981501,False,20,9
981526,False,28,25
981543,False,2923,1558
981674,False,42,33
981783,False,99,39
981696,False,17,4
981974,False,19,10
981978,False,11,3
981982,False,19,7
981990,False,11,3
981991,False,11,3
981993,False,11,3
981994,False,11,3
981995,False,11,3
982002,False,11,3
982004,False,13,4
982039,False,11,3
982040,False,11,3
982186,False,149,142
981807,False,10,3
982243,False,19,10
981843,False,7732,3858
982140,False,13,4
982492,False,22,10
982518,False,2632,10
982528,False,2637,10
982540,False,2632,10
982563,False,22,9
982566,False,29,12
982583,False,11,2
982588,False,56,48
982811,False,12,5
982824,False,19,8
982925,False,15,8
982471,False,13,4
982976,False,10,3
982977,False,18,9
982979,False,28,24
982468,False,34,18
982479,False,13,6
982754,False,19,7
982768,False,14,6
982801,False,306,20
982875,False,60,29
972089,False,10,3
983004,False,11,2
983008,False,56,48
983120,False,12,5
983126,False,19,8
983179,False,15,13
983186,False,10,3
983188,False,18,9
983190,False,28,24
983295,False,13,6
983107,False,19,3
983108,False,19,12
983116,False,18,4
983157,False,15,4
983313,False,31,2
983332,False,11,3
983160,False,14,5
983161,False,18,8
983351,False,12,6
983353,False,14,5
983362,False,24,14
983363,False,21,7
983365,False,14,5
983372,False,24,14
983373,False,21,7
983380,False,14,5
983389,False,24,14
983390,False,21,7
983895,False,16,8
983906,False,13,4
983993,False,100,89
984036,False,15,5
984147,False,81,79
983526,False,12,2
983528,False,12,2
983530,False,12,2
983531,False,12,2
984317,False,33,26
984322,False,20,10
984339,False,33,26
984344,False,20,10
984357,False,19,6
984365,False,19,6
984373,False,8,4
984375,False,17,10
984408,False,8,4
984410,False,17,10
983634,False,100,89
983693,False,15,5
983801,False,81,74
983678,False,11,2
983697,False,16,9
983745,False,11,4
983752,False,11,4
983195,False,13,4
983198,False,12,4
983204,False,23,8
983208,False,23,7
983219,False,11,2
983223,False,56,48
983281,False,12,5
983287,False,19,8
983308,False,15,8
983334,False,10,3
983335,False,18,9
983337,False,56,22
983238,False,12,2
983241,False,10,3
983242,False,10,2
983246,False,12,5
983256,False,11,3
983260,False,13,3
983261,False,13,3
983262,False,10,2
983263,False,13,3
983264,False,14,3
983266,False,11,2
983267,False,11,6
983274,False,20,12
984627,False,9,2
984631,False,12,6
984637,False,13,5
984444,False,33,26
984447,False,31,9
984443,False,35,13
984462,False,33,26
984466,False,20,9
984785,False,13,5
984655,False,15,5
984840,False,10,2
984843,False,10,2
984661,False,13,6
984664,False,13,5
984665,False,11,2
984469,False,399,215
984671,False,15,5
984900,False,28,14
984683,False,13,6
984911,False,9,3
984913,False,12,5
984920,False,22,12
984934,False,10,3
984935,False,11,3
984937,False,18,11
984940,False,9,2
984941,False,27,12
984943,False,22,15
984945,False,14,6
984946,False,10,3
984999,False,10,3
985002,False,32,16
985023,False,43,17
984686,False,13,5
985029,False,10,3
984687,False,11,2
985115,False,376,93
985116,False,79,46
985156,False,14,6
985186,False,10,2
985188,False,10,3
985205,False,53,3
985228,False,13,4
985230,False,12,4
985235,False,15,7
985237,False,9,2
985239,False,11,5
984983,False,11,5
984985,False,11,5
984986,False,12,6
985018,False,11,2
985038,False,37,18
985040,False,11,2
985043,False,11,4
985079,False,22,11
984765,False,32,19
984769,False,34,20
984772,False,34,20
984776,False,22,11
985206,False,11,3
985277,False,14,5
985333,False,29,11
985493,False,45,20
985519,False,19,8
985546,False,12,4
985571,False,38,18
985593,False,20,7
985618,False,34,14
985644,False,16,7
985355,False,18,9
985682,False,51,40
985691,False,92,7
985701,False,4366,2163
985797,False,12,2
985798,False,24,16
985804,False,28,20
985811,False,19,5
985813,False,22,15
985900,False,14,5
985902,False,9,2
986668,False,32,25
986791,False,15,6
986811,False,230,226
986828,False,13,4
986830,False,9,2
986841,False,20,10
986845,False,10,3
985289,False,16,3
985332,False,61,52
985337,False,14,5
985370,False,15,8
985379,False,16,5
985380,False,9,2
985381,False,24,2
985382,False,26,5
985383,False,47,17
985385,False,15,3
985397,False,50,19
985398,False,47,18
985402,False,46,17
985404,False,13,5
985751,False,35,3
985414,False,22,7
985416,False,31,9
985418,False,30,8
985421,False,31,8
985422,False,32,9
985424,False,34,10
985426,False,30,8
985427,False,33,10
985430,False,34,10
985432,False,27,4
985436,False,36,11
985437,False,27,4
985753,False,9,2
985777,False,13,5
985779,False,18,9
985756,False,15,4
985770,False,11,3
985866,False,9,2
985563,False,52,16
985352,False,14,6
985829,False,10,3
985830,False,10,3
985431,False,20,4
985837,False,9,2
985841,False,95,91
985433,False,32,12
985872,False,104,52
985880,False,25,16
985886,False,26,12
985664,False,9,2
985512,False,11,3
985894,False,45,36
985905,False,26,7
985914,False,19,12
986000,False,11,4
986001,False,20,14
986008,False,16,9
986054,False,9,2
986057,False,21,13
986097,False,10,3
986098,False,23,16
986301,False,11,3
986414,False,10,3
986415,False,12,5
986418,False,23,12
986491,False,14,4
986564,False,11,2
986601,False,13,6
986892,False,11,4
986911,False,9,2
986942,False,13,5
986968,False,10,2
986972,False,17,9
987144,False,17,4
987156,False,11,2
987175,False,30,9
987181,False,40,12
987185,False,33,7
987187,False,13,4
987249,False,38,30
987276,False,15,8
987316,False,14,7
987313,False,13,5
987318,False,11,4
987325,False,14,4
987329,False,21,14
987332,False,13,5
987334,False,11,4
987336,False,14,4
987442,False,10,2
985957,False,11,2
986421,False,12,4
986433,False,14,6
986440,False,63,30
986441,False,21,13
986442,False,11,4
986446,False,9,2
986464,False,17,4
986466,False,9,2
986642,False,11,4
986657,False,13,4
986663,False,21,8
986700,False,40,6
986819,False,10,2
986821,False,15,8
987064,False,18,6
987102,False,9,2
987119,False,11,4
987344,False,43,26
987349,False,9,2
987383,False,73,51
987401,False,13,2
987399,False,16,5
987402,False,22,9
987520,False,12,3
987521,False,74,44
987576,False,13,7
987599,False,70,46
987667,False,10,2
987718,False,19,9
988267,False,19,2
987450,False,15,8
987726,False,17,7
987744,False,10,2
987774,False,19,9
987827,False,10,3
988144,False,36,13
988915,False,46,26
988904,False,11,6
988274,False,15,6
988350,False,10,2
988410,False,14,3
988487,False,19,5
988516,False,11,3
988573,False,11,3
988586,False,19,8
988365,False,13,4
988476,False,55,25
988699,False,85,7
988568,False,25,2
988857,False,40,2
989515,False,9,2
989561,False,20,11
989573,False,31,24
990411,False,28,20
990462,False,42,29
990215,False,45,21
990505,False,11,3
990507,False,10,2
990515,False,29,12
985568,False,10,5
990526,False,11,3
991168,False,17,4
991693,False,11,3
991697,False,11,3
991759,False,40,14
992013,False,30,15
992359,False,27,15
992632,False,48,41
992636,False,48,41
992644,False,14,6
992802,False,11,4
992830,False,10,3
992831,False,14,5
993100,False,46,7
993212,False,16,2
993217,False,27,15
993219,False,57,11
993221,False,78,46
993229,False,34,25
993237,False,78,26
993240,False,42,22
993249,False,18,9
993250,False,252,219
993361,False,17,9
993373,False,29,15
993392,False,77,25
993412,False,24,9
993418,False,15,2
992748,False,14,4
993043,False,18,3
993262,False,12,5
993264,False,13,5
993267,False,14,6
993268,False,13,5
993439,False,34,16
993474,False,12,4
993498,False,15,6
993580,False,37,3
993728,False,19,13
993743,False,13,7
993746,False,107,92
993756,False,10,2
993759,False,15,3
993761,False,13,2
994306,False,69,36
994312,False,13,5
994314,False,18,9
994397,False,13,5
993717,False,230,114
993796,False,14,2
993813,False,22,8
993831,False,11,3
993832,False,11,3
993833,False,13,4
993836,False,22,7
994228,False,86,36
994241,False,15,4
994245,False,11,3
994206,False,17,9
994325,False,159,44
994335,False,13,4
994328,False,11,3
994352,False,10,2
994357,False,12,4
994358,False,10,3
994752,False,11,3
994755,False,15,6
994765,False,22,4
994774,False,14,7
994777,False,14,7
995030,False,10,4
995040,False,9,2
995065,False,10,4
995066,False,14,3
995067,False,18,9
995068,False,16,7
995069,False,14,5
995070,False,16,5
995071,False,15,6
994970,False,28,10
994973,False,13,2
994971,False,27,4
995007,False,17,9
995012,False,105,94
995024,False,90,74
995106,False,17,6
995107,False,12,3
995109,False,10,3
995126,False,89,65
995074,False,17,7
995084,False,18,9
995091,False,24,7
995093,False,75,67
995146,False,18,8
995149,False,18,7
995152,False,14,5
995153,False,42,18
995154,False,28,7
995155,False,34,4
995200,False,38,12
995741,False,36,29
996379,False,23,15
996517,False,15,5
996525,False,14,6
996531,False,42,22
996533,False,58,36
996544,False,10,3
996434,False,11,6
991031,False,17,5
991035,False,13,2
996903,False,140,131
996946,False,13,5
996957,False,16,3
996972,False,12,5
996973,False,39,22
996992,False,11,4
997014,False,14,4
997023,False,10,3
997104,False,18,8
997783,False,16,6
997785,False,58,13
997788,False,30,21
998328,False,13,4
998329,False,15,3
998841,False,23,4
998861,False,10,3
998882,False,11,4
998883,False,11,4
998890,False,15,7
997400,False,9,2
997401,False,11,2
997403,False,12,4
997408,False,9,2
997473,False,14,7
997849,False,12,5
997873,False,12,5
997883,False,22,6
998412,False,31,17
998518,False,29,14
998520,False,12,4
998537,False,21,13
998544,False,57,4
998553,False,11,3
998556,False,12,3
998559,False,45,3
998565,False,16,8
998679,False,14,5
998682,False,59,4
998690,False,55,17
998698,False,33,9
998711,False,14,5
999065,False,359,183
999079,False,329,161
999075,False,123,59
999100,False,75,40
999145,False,10,3
998930,False,11,2
998932,False,41,32
998946,False,1744,872
999257,False,33,3
999317,False,20,10
999403,False,17,7
999530,False,107,4
1001419,False,11,4
1001891,False,52,31
1002258,False,15,8
1002283,False,18,7
1002307,False,29,20
1002347,False,10,3
1002349,False,25,18
1002393,False,45,28
1002406,False,96,50
1002433,False,13,4
1002437,False,15,5
1002502,False,11,3
1002506,False,11,3
1002599,False,15,6
1002600,False,14,6
1002602,False,45,12
1002604,False,10,3
1002609,False,32,18
1002614,False,32,20
1002621,False,11,3
1002624,False,10,3
1002613,False,17,10
1002616,False,9,2
1002625,False,20,12
1002629,False,15,7
1002645,False,13,4
1002746,False,22,15
1002757,False,23,11
1002760,False,11,4
1002769,False,10,3
1002770,False,19,8
1002773,False,15,5
1002781,False,15,5
1002782,False,11,3
1002783,False,11,3
1002817,False,18,10
1002958,False,21,12
1002976,False,19,7
1003024,False,26,11
1003244,False,16,3
1000770,False,11,3
1000773,False,16,9
1000842,False,14,5
1001083,False,9,2
1001102,False,10,3
1001149,False,11,4
1001199,False,14,5
1003067,False,12,5
1003069,False,10,3
1003070,False,10,3
1003095,False,9,2
1003321,False,11,4
1003527,False,9,2
1003560,False,15,8
1003699,False,21,8
1003758,False,10,3
1003760,False,14,7
997338,False,15,4
1003929,False,20,4
997347,False,56,36
1003864,False,2920,1477
1003950,False,11,4
1004007,False,36,19
1004017,False,15,8
1004019,False,9,2
1004218,False,23,10
1004219,False,12,5
1004228,False,10,3
1004259,False,13,5
1004260,False,10,4
1004690,False,30,10
1004699,False,11,3
1004680,False,16,7
1004731,False,15,7
1004758,False,9,2
1004759,False,9,2
1004760,False,9,2
1004761,False,9,2
1004762,False,9,2
1004763,False,23,9
1004764,False,12,5
1004768,False,18,4
1004771,False,9,2
1004772,False,22,8
1004773,False,9,2
1004774,False,14,4
1004775,False,18,11
1004776,False,13,4
1004807,False,12,6
1004808,False,16,9
1004809,False,14,2
1005283,False,385,209
1004909,False,23,15
1004916,False,87,67
