chunk_id,has_duplication,chunk_size,resolution_size
1055290,False,350,199
1055731,False,11,2
1055353,False,282,141
1055340,False,279,138
1055354,False,203,101
1055358,False,85,44
1055802,False,11,5
1055874,False,81,41
1056183,False,10,3
1055962,False,14,8
1056034,False,13,5
1056035,False,12,4
1056037,False,15,8
1056041,False,15,8
1056046,False,16,4
1056048,False,15,7
1056070,False,12,4
1056051,False,12,4
1056694,False,67,60
1056706,False,16,9
1056283,False,17,8
1056289,False,31,17
1056295,False,17,8
1056300,False,17,8
1056303,False,17,8
1056304,False,17,8
1056307,False,17,8
1056309,False,17,8
1056312,False,17,8
1056314,False,19,9
1056317,False,15,8
1056319,False,17,8
1056714,False,13,5
1056320,False,17,8
1056324,False,17,8
1056328,False,17,8
1056330,False,17,10
1056333,False,17,8
1056335,False,17,8
1056336,False,17,8
1056337,False,17,11
1056340,False,19,9
1056350,False,15,7
1056796,False,33,22
1056416,False,10,3
1056883,False,10,3
1056887,False,12,3
1056904,False,187,7
1056939,False,10,3
1056952,False,10,2
1056556,False,12,5
1057377,False,15,7
1057400,False,17,10
1057485,False,14,6
1057487,False,14,6
1057488,False,14,6
1057417,False,12,2
1057419,False,14,8
1057426,False,16,5
1057798,False,11,3
1057802,False,22,8
1058068,False,28,13
1058050,False,15,2
1058165,False,27,13
1058227,False,45,14
1058909,False,12,4
1058918,False,12,4
1058936,False,13,6
1058867,False,10,2
1058945,False,22,13
1058962,False,25,17
1058899,False,12,4
1058811,False,52,38
1058812,False,25,3
1058831,False,10,2
1058832,False,10,2
1058998,False,14,5
1059210,False,11,2
1059213,False,12,3
1059366,False,15,8
1059368,False,15,8
1059370,False,17,9
1059389,False,20,13
1059390,False,10,3
1059706,False,29,13
1059394,False,12,5
1059395,False,30,7
1059398,False,12,5
1060079,False,14,7
1060080,False,15,6
1060082,False,454,224
1060274,False,10,2
1060281,False,15,8
1060285,False,13,8
1060290,False,43,32
1060369,False,26,12
1060635,False,318,60
1060609,False,273,146
1060862,False,20,8
1060984,False,11,3
1061125,False,17,5
1061126,False,16,3
1061211,False,11,3
1061212,False,12,5
1061806,False,11,3
1061612,False,9,2
1061807,False,11,3
1061867,False,87,33
1061882,False,17,6
1061883,False,16,6
1061963,False,10,3
1062005,False,21,9
1061906,False,13,5
1061908,False,9,2
1062036,False,11,3
1062037,False,23,14
1062059,False,21,11
1062060,False,15,4
1062094,False,16,2
1062096,False,171,6
1062100,False,16,5
1062121,False,11,4
1062166,False,775,625
1062171,False,14,6
1062208,False,15,8
1062219,False,960,475
1062222,False,244,125
1062225,False,1139,623
1062302,False,62,15
1062331,False,10,3
1062315,False,10,3
1062332,False,10,2
1062333,False,15,6
1062415,False,16,6
1062416,False,26,15
1062424,False,16,6
1062427,False,16,6
1062428,False,23,7
1062430,False,13,6
1062433,False,12,3
1062383,False,11,4
1062462,False,11,3
1062463,False,9,2
1062506,False,33,10
1062610,False,15,8
1062473,False,10,2
1062486,False,11,3
1062496,False,53,21
1062770,False,29,15
1062919,False,16,6
1062921,False,11,4
1063603,False,16,6
1063604,False,20,7
1063146,False,10,3
1063148,False,10,3
1063160,False,13,4
1063228,False,46,37
1063255,False,10,2
1063269,False,197,188
1063270,False,12,3
1063690,False,12,5
1063711,False,12,5
1063712,False,12,5
1063790,False,153,53
1063791,False,23,11
1064306,False,12,3
1064435,False,13,4
1064384,False,12,2
1064490,False,14,3
1064502,False,10,3
1064511,False,15,9
1064546,False,62,46
1064318,False,13,4
1064319,False,11,3
1064655,False,12,2
1064328,False,13,4
1064733,False,22,8
1064734,False,41,14
1064738,False,125,62
1064746,False,24,3
1064747,False,21,8
1064762,False,16,5
1064765,False,12,5
1064775,False,9,2
1064779,False,30,18
1064790,False,10,2
1064797,False,54,43
1065056,False,12,3
1065072,False,14,6
1065180,False,13,3
1064833,False,10,2
1064834,False,10,2
1064835,False,14,6
1064841,False,11,3
1064843,False,11,2
1064846,False,11,2
1064850,False,10,2
1064851,False,10,2
1064852,False,10,2
1064853,False,11,3
1064855,False,24,11
1064856,False,11,3
1064860,False,10,2
1064861,False,15,5
1064862,False,10,3
1064863,False,14,2
1064866,False,11,2
1064867,False,10,2
1064868,False,10,2
1064869,False,10,2
1064870,False,12,4
1064871,False,10,2
1064876,False,21,12
1064879,False,22,11
1064925,False,11,3
1064928,False,9,2
1064937,False,12,2
1064942,False,128,38
1065258,False,21,9
1065948,False,25,13
1065953,False,10,5
1065954,False,11,2
1065967,False,21,12
1065987,False,14,6
1065989,False,33,11
1065991,False,62,39
1065993,False,78,34
1065998,False,37,15
1066379,False,15,6
1065543,False,11,4
1065544,False,24,11
1065600,False,12,3
1065624,False,10,2
1065691,False,11,3
1065697,False,29,8
1065708,False,26,4
1065709,False,11,2
1065781,False,10,2
1065784,False,15,7
1065904,False,23,11
1065905,False,106,49
1066095,False,709,488
1066155,False,25,2
1066156,False,13,4
1066157,False,24,2
1066160,False,10,2
1066161,False,11,3
1066607,False,59,37
1064333,False,13,4
1064335,False,21,9
1064337,False,18,4
1064348,False,11,3
1064358,False,15,5
1064359,False,15,5
1064360,False,11,3
1066248,False,26,7
1064363,False,29,11
1066278,False,11,4
1067115,False,2565,1284
1067124,False,865,489
1067125,False,865,490
1064377,False,59,25
1067306,False,19,10
1067137,False,13,4
1067138,False,12,4
1067143,False,12,5
1067156,False,42,7
1067159,False,41,34
1067160,False,15,7
1067163,False,46,37
1067166,False,41,34
1067167,False,51,41
1067168,False,14,5
1067170,False,45,38
1067171,False,47,40
1067172,False,45,38
1067188,False,45,38
1067189,False,48,41
1067191,False,41,35
1067192,False,18,11
1067193,False,18,11
1067236,False,10,3
1067237,False,11,3
1067308,False,19,10
1067803,False,10,2
1067316,False,21,14
1067373,False,27,15
1068059,False,12,4
1068334,False,11,3
1068138,False,14,4
1068139,False,18,9
1067390,False,29,20
1067393,False,29,22
1068204,False,11,4
1068398,False,15,3
1067446,False,22,14
1067514,False,13,2
1067515,False,13,2
1068601,False,11,5
1067518,False,69,40
1069090,False,17,8
1069146,False,10,2
1069147,False,12,3
1069148,False,15,6
1069163,False,145,71
1069207,False,40,27
1069210,False,30,4
1069211,False,38,24
1069226,False,9,2
1069234,False,11,3
1069235,False,16,7
1069251,False,31,11
1069252,False,27,9
1069259,False,10,3
1069325,False,11,3
1069326,False,11,3
1069327,False,46,8
1069328,False,57,15
1069342,False,11,3
1069344,False,10,2
1069365,False,11,4
1069366,False,26,19
1069367,False,10,3
1069375,False,11,4
1069393,False,18,11
1069400,False,13,5
1069490,False,13,3
1069491,False,13,4
1069500,False,15,5
1069502,False,17,8
1069504,False,12,3
1069507,False,16,2
1069508,False,16,2
1069511,False,63,33
1069520,False,14,4
1069521,False,13,4
1069535,False,17,4
1069537,False,10,2
1069538,False,51,2
1069539,False,11,3
1069546,False,18,3
1069567,False,19,7
1069571,False,16,3
1069690,False,27,6
1069692,False,32,7
1069704,False,19,11
1069705,False,19,11
1069706,False,19,11
1069707,False,20,6
1069733,False,22,2
1069734,False,12,3
1069736,False,13,5
1069762,False,11,4
1069764,False,10,3
1069765,False,10,3
1069766,False,10,3
1069768,False,13,5
1069769,False,20,15
1071069,False,9,2
1069805,False,14,6
1069824,False,12,4
1071071,False,26,15
1069866,False,16,6
1069884,False,14,6
1069886,False,11,4
1069904,False,27,16
1069945,False,11,3
1069947,False,10,2
1069949,False,20,8
1069951,False,11,3
1069959,False,14,3
1069962,False,11,3
1069964,False,17,4
1069965,False,10,3
1071087,False,14,2
1070023,False,11,4
1070030,False,23,4
1070031,False,19,2
1070038,False,26,10
1071096,False,19,2
1070081,False,10,3
1070086,False,42,31
1070221,False,19,10
1070224,False,15,6
1070225,False,18,5
1070247,False,12,4
1070289,False,59,3
1070291,False,13,6
1070321,False,11,4
1070344,False,9,2
1070345,False,11,3
1070346,False,13,2
1070352,False,15,6
1070354,False,11,2
1070367,False,13,5
1070372,False,22,5
1070373,False,119,108
1070384,False,10,2
1070386,False,11,3
1070388,False,68,4
1070389,False,24,3
1070433,False,18,6
1070434,False,17,7
1070435,False,18,7
1070436,False,14,7
1070437,False,11,4
1070438,False,17,4
1070439,False,13,4
1070440,False,14,7
1070594,False,16,2
1070596,False,14,7
1070601,False,9,2
1070602,False,11,4
1070604,False,17,3
1070608,False,48,32
1070609,False,36,31
1070624,False,16,2
1070627,False,22,2
1070628,False,16,2
1070629,False,40,33
1070632,False,9,2
1070640,False,13,2
1070643,False,27,2
1070727,False,48,27
1070744,False,17,8
1070777,False,18,11
1071294,False,25,3
1071295,False,13,2
1071349,False,38,15
1071067,False,11,2
1074132,False,11,4
1074134,False,20,12
1074712,False,13,4
1074783,False,24,4
1074718,False,11,3
1074719,False,9,2
1074720,False,13,4
1074722,False,10,2
1074723,False,14,5
1074724,False,14,5
1074725,False,14,5
1074726,False,10,3
1074727,False,10,3
1074987,False,18,11
1075249,False,10,2
1075260,False,9,2
1075292,False,10,3
1075293,False,20,8
1075297,False,31,14
1075298,False,46,3
1075299,False,16,5
1075361,False,20,5
1075390,False,13,6
1075371,False,10,3
1075372,False,10,3
1075449,False,423,242
1075530,False,404,186
1075632,False,38,16
1075639,False,235,138
1075725,False,18,7
1075793,False,26,7
1075474,False,23,17
1075495,False,14,7
1075504,False,57,11
1075511,False,11,2
1075768,False,10,4
1076100,False,21,11
1076125,False,14,4
1076392,False,15,4
1075668,False,11,3
1076331,False,12,6
1076361,False,25,8
1076439,False,11,6
1076383,False,42,25
1076455,False,23,8
1076598,False,12,2
1076608,False,12,4
1076600,False,11,3
1076601,False,17,7
1076482,False,13,7
1076634,False,24,9
1076688,False,22,5
1076707,False,10,3
1076514,False,13,4
1076715,False,59,25
1076516,False,32,17
1076775,False,15,5
1076748,False,13,3
1076795,False,48,25
1076794,False,13,6
1076798,False,13,6
1076812,False,15,8
1076813,False,20,10
1076951,False,10,3
1076952,False,26,18
1076954,False,13,7
1076956,False,50,18
1076908,False,11,3
1077042,False,21,8
1077075,False,9,2
1077191,False,11,4
1077197,False,19,13
1077216,False,10,3
1077218,False,19,8
1077118,False,11,3
1077120,False,13,5
1077124,False,14,4
1077139,False,18,4
1077121,False,16,5
1077401,False,22,7
1077404,False,11,3
1077443,False,11,4
1077582,False,15,5
1077586,False,25,2
1077603,False,10,2
1077644,False,9,2
1078158,False,10,3
1078604,False,10,2
1078252,False,14,6
1078361,False,12,5
1078363,False,710,356
1078375,False,182,64
1078377,False,267,135
1078381,False,907,459
1078461,False,133,66
1078470,False,223,111
1078491,False,688,351
1078532,False,567,293
1078558,False,1231,625
1078617,False,445,218
1078627,False,454,220
1078609,False,10,2
1078529,False,17,8
1078591,False,73,60
1079784,False,9,2
1079827,False,11,2
1079874,False,10,3
1079936,False,26,15
1079937,False,11,2
1079846,False,9,2
1079856,False,21,4
1079900,False,14,4
1079915,False,35,19
1080488,False,12,3
1080177,False,10,4
1080222,False,11,3
1080231,False,11,3
1080239,False,472,7
1080566,False,12,4
1080753,False,15,4
1080755,False,25,9
1080779,False,291,3
1080806,False,12,4
1080817,False,10,4
1080818,False,43,21
1080823,False,13,2
1080824,False,10,2
1080830,False,13,2
1080832,False,10,2
1081217,False,95,51
1081581,False,308,8
1081020,False,14,5
1081044,False,59,53
1081047,False,14,6
1081049,False,24,8
1082277,False,16,9
1082534,False,12,4
1082450,False,11,3
1082540,False,72,4
1082838,False,10,2
1082853,False,13,5
1083286,False,16,4
1083520,False,14,3
1083729,False,29,20
1083730,False,10,3
1083740,False,21,13
1083749,False,10,3
1084257,False,26,6
1084312,False,12,3
1084284,False,19,12
1084699,False,18,10
1084831,False,103,3
1084714,False,14,4
1084715,False,22,9
1084713,False,322,164
1084885,False,9,2
1084893,False,9,3
1084894,False,105,3
1084909,False,10,3
1084910,False,11,3
1084914,False,14,3
1084917,False,11,3
1084918,False,12,4
1084932,False,11,4
1084666,False,11,3
1084668,False,11,3
1084673,False,22,3
1084675,False,16,6
1084676,False,12,5
1085024,False,11,3
1084679,False,64,6
1085095,False,32,9
1085223,False,33,12
1085939,False,26,18
1086073,False,9,2
1086075,False,37,12
1086084,False,14,3
1086350,False,13,6
1086144,False,11,4
1086357,False,16,3
1086358,False,45,33
1086152,False,10,3
1086168,False,11,3
1086383,False,18,10
1086385,False,26,9
1086171,False,11,3
1086174,False,11,3
1086186,False,14,5
1086390,False,11,3
1086175,False,9,2
1086201,False,12,5
1086445,False,12,4
1086600,False,10,2
1086601,False,10,2
1086602,False,10,2
1086605,False,12,4
1086608,False,11,3
1086222,False,29,13
1086225,False,15,10
1086227,False,30,14
1086910,False,16,5
1086252,False,14,4
1086289,False,17,2
1086309,False,11,4
1087005,False,10,3
1087007,False,11,3
1087013,False,13,4
1087015,False,13,4
1086947,False,14,3
1086950,False,13,4
1086951,False,13,4
1086955,False,11,3
1086962,False,21,14
1086976,False,76,69
1086975,False,64,7
1087044,False,28,11
1086978,False,11,3
1086979,False,22,15
1086981,False,9,2
1086983,False,10,3
1086323,False,13,6
1087135,False,21,14
1087159,False,15,6
1087168,False,115,12
1087224,False,11,3
1087226,False,12,4
1087228,False,11,3
1087230,False,14,4
1087232,False,11,3
1087234,False,11,3
1087236,False,22,11
1087252,False,19,10
1087255,False,12,2
1087256,False,27,11
1087272,False,41,12
1087328,False,12,3
1087337,False,10,2
1087340,False,14,5
1087341,False,11,3
1087347,False,34,11
1087295,False,10,3
1087297,False,11,3
1087305,False,13,4
1087310,False,13,4
1087360,False,10,2
1087358,False,15,7
1087157,False,27,10
1087175,False,15,5
1087177,False,14,7
1087179,False,21,6
1086341,False,45,38
1086342,False,13,2
1087372,False,18,10
1087381,False,19,10
1087384,False,10,2
1087391,False,20,8
1087409,False,32,8
1087468,False,61,54
1087533,False,21,11
1087221,False,25,5
1087624,False,18,8
1087932,False,11,4
1087958,False,11,4
1087969,False,12,4
1088030,False,20,12
1087974,False,15,4
1088051,False,12,3
1088023,False,39,21
1088013,False,13,4
1088014,False,29,5
1088073,False,76,28
1088072,False,52,30
1088081,False,20,11
1087659,False,10,2
1088085,False,9,2
1088087,False,11,3
1088093,False,13,5
1088094,False,12,6
1088109,False,11,3
1088150,False,9,2
1088151,False,54,33
1088154,False,69,55
1088156,False,15,5
1088158,False,19,7
1088132,False,24,15
1088220,False,10,3
1088221,False,22,13
1088272,False,10,3
1088275,False,11,3
1088347,False,10,3
1088397,False,31,9
1088399,False,21,4
1088400,False,42,14
1088421,False,15,3
1087749,False,30,3
1088506,False,32,19
1087786,False,11,2
1088529,False,17,8
1087797,False,24,7
1087800,False,33,20
1087814,False,9,2
1088713,False,10,3
1088754,False,11,4
1088758,False,17,6
1088759,False,10,3
1088760,False,26,12
1088761,False,26,12
1087837,False,21,13
1088894,False,71,3
1088952,False,21,10
1088953,False,18,6
1088959,False,13,4
1089039,False,15,8
1089043,False,16,5
1089056,False,13,4
1089058,False,13,4
1089062,False,14,3
1089286,False,10,3
1089289,False,14,5
1089090,False,10,2
1089295,False,24,9
1089304,False,11,3
1089306,False,10,2
1089309,False,15,2
1089417,False,27,5
1089365,False,12,4
1089993,False,14,2
1090029,False,11,3
1090024,False,9,2
1090092,False,10,3
1090093,False,10,3
1089432,False,14,5
1089449,False,11,3
1090130,False,10,2
1089281,False,10,3
1089495,False,25,18
1090406,False,17,7
1089753,False,17,7
1089798,False,50,20
1090162,False,11,3
1090164,False,10,3
1089878,False,12,3
1089908,False,11,3
1089910,False,14,3
1090771,False,10,3
1090772,False,19,7
1090773,False,11,2
1090902,False,24,12
1089946,False,40,16
1089948,False,41,18
1090947,False,16,6
1090955,,26,19
1090962,False,18,7
1090965,False,13,4
1090966,False,33,26
1090985,False,9,2
1090986,False,10,3
1090988,False,52,41
1091002,False,11,3
1091004,False,18,7
1091029,False,14,3
1091039,False,24,8
1091040,False,10,4
1091045,False,11,3
1091048,False,11,4
1091062,False,16,5
1091075,False,14,8
1091078,False,9,2
1091105,False,9,2
1090499,False,9,2
1090814,False,11,3
1091137,False,31,21
1090517,False,11,2
1090518,False,17,9
1090521,False,11,3
1090528,False,11,3
1091256,False,25,13
1090563,False,14,7
1091272,False,12,4
1091666,False,17,6
1091720,,35,19
1091475,,1597,811
1091516,,1036,524
1091746,False,15,3
1091778,,31,17
1091801,,29,14
1091543,False,11,3
1091585,False,9,2
1091588,False,13,6
1092013,False,9,2
1092030,False,10,3
1092112,False,11,3
1092122,False,198,109
1092136,False,99,78
1092163,False,10,3
1092166,False,9,2
1092273,False,27,9
1092950,False,9,2
1092352,False,12,4
1092361,False,12,4
1092385,False,9,2
1092387,False,17,6
1092396,False,12,4
1092413,False,13,6
1092961,False,30,23
1092247,False,12,3
1093288,False,23,12
1093335,False,10,3
1094322,False,45,24
1094337,False,14,5
1093582,False,17,9
1093622,False,16,3
1093731,False,39,16
1094355,False,19,2
1094367,False,20,4
1094368,False,10,3
1094369,False,10,3
1094370,False,39,29
1094385,False,26,10
1094790,False,9,2
1094639,False,10,2
1094796,False,9,2
1094797,False,31,7
1094748,False,14,5
1093834,False,15,5
1094802,False,13,4
1094847,False,10,2
1094855,False,12,3
1094837,False,11,3
1094838,False,11,3
1093892,False,75,39
1093895,False,13,4
1093897,False,11,3
1093899,False,11,3
1094874,False,35,7
1093901,False,11,3
1093903,False,11,3
1093904,False,11,3
1093947,False,11,3
1094890,False,15,5
1094898,False,20,9
1094902,False,12,3
1094911,False,13,4
1094913,False,11,3
1094916,False,13,4
1094917,False,13,4
1093966,False,49,33
1094995,False,10,3
1095010,False,11,4
1095168,False,836,435
1094983,False,844,456
1095194,False,17,9
1094094,False,10,3
1095235,False,17,8
1094111,False,11,3
1095321,False,79,10
1094152,False,11,3
1095323,False,16,8
1095324,False,13,6
1095331,False,23,13
1094193,False,9,2
1094216,False,9,3
1095378,False,14,7
1094239,False,16,9
1094250,False,16,3
1094267,False,45,38
1095463,False,19,8
1095464,False,19,7
1095545,False,18,8
1095548,False,14,7
1095549,False,34,19
1095550,False,13,5
1095558,False,9,2
1095560,False,10,2
1095562,False,20,5
1095633,False,17,6
1095645,False,11,3
1095646,False,10,3
1095647,False,10,3
1095649,False,13,6
1095651,False,11,3
1095652,False,11,3
1095656,False,11,4
1095466,False,10,2
1095659,False,11,3
1095672,False,11,3
1095678,False,26,15
1095755,False,31,22
1095761,False,36,26
1095769,False,17,2
1096521,False,18,7
1096525,False,77,19
1096529,False,15,4
1095920,False,50,20
1095929,False,12,4
1095931,False,12,4
1095933,False,12,4
1097061,False,19,5
1097122,False,84,75
1097282,False,20,7
1097295,False,10,2
1097302,False,13,4
1097317,False,10,2
1098532,False,13,6
1098539,False,20,9
1098559,False,14,4
1098591,False,21,6
1098605,False,11,3
1097170,False,13,4
1098664,False,12,5
1098668,False,10,3
1098670,False,11,2
1098672,False,31,24
1098709,False,10,3
1098726,False,14,3
1098841,False,10,3
1098843,False,11,3
1098858,False,11,3
1098886,False,25,15
1098905,False,11,3
1098906,False,10,3
1098911,False,15,7
1098915,False,9,2
1098918,False,19,10
1099023,False,16,6
1099032,False,16,5
1099206,False,26,20
1099210,False,19,11
1099040,False,13,5
1099321,False,10,2
1099323,False,11,3
1099324,False,23,4
1099220,False,10,4
1099222,False,10,3
1099275,False,49,40
1099309,False,9,2
1099387,False,15,4
1099495,False,10,3
1099581,False,28,21
1099584,False,49,21
1099588,False,87,74
1099594,False,41,27
1099599,False,17,10
1099603,False,38,25
1099604,False,22,15
1099605,False,10,2
1099592,False,41,19
1099620,False,17,8
1099622,False,13,4
1099633,False,9,2
1099635,False,15,6
1099639,False,9,2
1099641,False,11,4
1099646,False,10,3
1099651,False,11,4
1099660,False,26,10
1099913,False,14,3
1099923,False,13,4
1099924,False,10,3
1099925,False,12,3
1099927,False,14,6
1099928,False,10,3
1099929,False,12,3
1099932,False,15,8
1099945,False,18,11
1099682,False,15,7
1099962,False,10,3
1099965,False,19,8
1099691,False,10,2
1099973,False,16,6
1099975,False,11,3
1099985,False,24,11
1099986,False,12,3
1099987,False,15,8
1099989,False,14,5
1099991,False,11,4
1100141,False,29,11
1101868,False,27116,13034
1102287,False,34,11
1102832,False,10,3
1102835,False,13,3
1102869,False,11,2
1102870,False,9,2
1102875,False,11,2
1102877,False,11,2
1102879,False,10,2
1102892,False,11,2
1102893,False,10,2
1102894,False,10,2
1102896,False,14,5
1102898,False,13,5
1102904,False,9,2
1102906,False,10,2
1102910,False,9,2
1102912,False,10,2
1102913,False,13,5
1102914,False,11,3
1102915,False,9,2
1102916,False,11,3
1102918,False,11,4
1102920,False,12,5
1102932,False,11,4
1102934,False,10,2
1102936,False,10,2
1102954,False,11,2
1102955,False,10,2
1102956,False,13,2
1102957,False,11,2
1103840,False,11,3
1103841,False,17,3
1103842,False,14,4
1103875,False,22,16
1104008,False,42,18
1099852,False,17,7
1104212,False,12,2
1104748,False,24,11
1104752,False,14,7
1104753,False,14,8
1104754,False,135,85
1104640,False,18,9
1104675,False,13,3
1104692,False,21,9
1104699,False,18,5
1104707,False,47,24
1104714,False,35,12
1104716,False,45,21
1104721,False,22,15
1104723,False,13,6
1104725,False,43,21
1104737,False,16,2
1104738,False,16,2
1104740,False,15,4
1104741,False,20,2
1104234,False,13,3
1104812,False,12,3
1104815,False,48,8
1104816,False,12,3
1104820,False,12,3
1104872,False,32,18
1104881,False,112,54
1105018,False,12,5
1105019,False,27,17
1105054,False,9,2
1105655,False,10,3
1105656,False,12,4
1105661,False,10,2
1105663,False,13,2
1105693,False,11,2
1105783,False,14,2
1105665,False,13,5
1105805,False,36,22
1105812,False,11,3
1105816,False,10,2
1105817,False,10,3
1105707,False,13,7
1105736,False,13,6
1105738,False,11,3
1105739,False,11,3
1105740,False,9,2
1105744,False,9,2
1105762,False,26,15
1105893,False,46,27
1105895,False,23,11
1105897,False,12,3
1105900,False,28,8
1105911,False,25,10
1105912,False,31,13
1105914,False,32,15
1105915,False,29,12
1105920,False,29,13
1105929,False,24,10
1105940,False,23,9
1105946,False,29,4
1105956,False,25,10
1105957,False,26,13
1106057,False,28,15
1106062,False,19,8
1106075,False,14,3
1106076,False,14,3
1106077,False,25,4
1105959,False,32,15
1105960,False,29,12
1105961,False,29,13
1105965,False,24,10
1105971,False,23,9
1105977,False,29,4
1105984,False,25,10
1105985,False,26,15
1105987,False,32,15
1105989,False,29,12
1105990,False,29,13
1105994,False,24,10
1106004,False,23,9
1106010,False,29,4
1105988,False,11,4
1106014,False,57,15
1106013,False,11,3
1106153,False,11,3
1106282,False,495,237
1106284,False,25,3
1106180,False,10,3
1106182,False,17,10
1106191,False,11,3
1106192,False,26,4
1106193,False,28,4
1106228,False,14,3
1106229,False,11,3
1106232,False,11,3
1106237,False,11,3
1106316,False,29,15
1106364,False,14,7
1106367,False,11,4
1106369,False,15,8
1106085,False,19,2
1106373,False,34,26
1106376,False,12,5
1106377,False,11,3
1106386,False,10,3
1106416,False,12,7
1105119,False,10,2
1106481,False,11,4
1106482,False,10,3
1106483,False,11,4
1106484,False,11,4
1106485,False,11,4
1106486,False,11,4
1106487,False,11,4
1106496,False,13,4
1106497,False,13,4
1106529,False,11,4
1106531,False,9,2
1106535,False,23,5
1106541,False,9,2
1106543,False,9,2
1106546,False,9,2
1106549,False,9,2
1106553,False,9,2
1106556,False,9,2
1106558,False,9,2
1106561,False,9,2
1106565,False,9,2
1106570,False,9,2
1106573,False,9,2
1106576,False,9,2
1106580,False,9,2
1106121,False,45,3
1106564,False,17,8
1106568,False,12,4
1106575,False,11,2
1106584,False,12,5
1106592,False,12,3
1106602,False,19,9
1106607,False,39,21
1106620,False,21,11
1106623,False,17,8
1106625,False,22,12
1106646,False,21,11
1106648,False,21,11
1106650,False,32,16
1106652,False,21,11
1106654,False,21,11
1106656,False,22,11
1106937,False,11,2
1106676,False,16,6
1106682,False,13,4
1106683,False,20,7
1106688,False,22,8
1106689,False,22,8
1106687,False,46,37
1106734,False,37,9
1106754,False,12,4
1106762,False,24,3
1106772,False,12,5
1106774,False,21,13
1106778,False,99,92
1106791,False,14,3
1106793,False,11,3
1106798,False,11,4
1106802,False,11,3
1107027,False,11,3
1107028,False,16,6
1107029,False,46,11
1107157,False,12,5
1107440,False,11,4
1107441,False,11,4
1107442,False,11,4
1107446,False,10,3
1107167,False,31,8
1107189,False,9,2
1107363,False,14,6
1107382,False,26,14
1107497,False,25,2
1107499,False,10,3
1107505,False,31,15
1107519,False,23,16
1107553,False,10,3
1107560,False,22,7
1107609,False,10,2
1107611,False,19,7
1107629,False,14,3
1107182,False,10,3
1107206,False,33,13
1107649,False,33,10
1107659,False,94,45
1107653,False,12,5
1107708,False,19,11
1107300,False,9,2
1107338,False,11,2
1107343,False,70,41
1107355,False,11,2
1108200,False,24,9
1108391,,82,49
1108436,False,10,2
1108413,False,23,17
1108443,False,9,2
1108447,False,9,2
1108565,False,1378,689
1108579,False,17,2
1108540,False,24,12
1108547,False,433,213
1108681,False,847,334
1109019,False,10,3
1108730,False,18,4
1108732,,6869,3500
1109147,False,9,3
1109063,False,15,5
1108753,False,47,18
1109098,False,16,6
1109153,False,62,15
1109156,False,28,19
1109173,False,22,13
1109182,,233,197
1109200,False,24,18
1109202,False,29,16
1109216,False,48,45
1109217,False,27,21
1109220,False,16,10
1108878,False,10,3
1109285,False,9,4
1109293,,56,48
1109340,False,395,196
1109359,False,320,157
1109392,False,1006,506
1109533,False,555,276
1109557,False,288,142
1109569,False,675,337
1109597,False,332,166
1109603,False,466,232
1109705,False,319,252
1109723,False,20,13
1109615,False,580,287
1109682,False,551,277
1109762,False,11,4
1109803,False,29,19
1109804,False,15,8
1109805,False,47,5
1109542,False,23,5
1109808,False,12,4
1109831,False,151,71
1109556,False,13,4
1109558,False,12,5
1109567,False,19,10
1109574,False,50,34
1109591,False,47,40
1109594,False,11,4
1109596,False,17,8
1109843,False,16,8
1109652,False,16,6
1109854,False,133,71
1109926,False,218,108
1109695,False,45,31
1109628,False,10,3
1109629,False,680,365
1109666,False,16,9
1109674,False,103,70
1109934,False,21,13
1105633,False,10,3
1105634,False,27,10
1105635,False,33,25
1105641,False,10,3
1105638,False,10,3
1105639,False,11,4
1105643,False,13,6
1105644,False,14,5
1105645,False,11,4
1105646,False,11,4
1110263,False,10,3
1110264,False,21,9
1110325,False,10,5
1110405,False,20,13
1110438,False,9,2
1110509,False,26,19
1110513,False,24,15
1110583,False,338,72
1110602,False,440,235
1110606,False,160,86
1110611,False,111,56
1110058,False,11,3
1110060,False,12,3
1110061,False,39,33
1110447,False,15,5
1110476,False,18,10
1110481,False,22,15
1110657,False,15,5
1110697,False,23,9
1110614,False,276,141
1110645,False,69,4
1110841,False,166,73
1110867,False,281,38
1110876,False,161,83
1110918,False,359,13
1110550,False,15,6
1110549,False,23,16
1110586,False,11,4
1110717,False,11,3
1110718,False,13,4
1110722,False,13,2
1110723,False,56,48
1110726,False,29,20
1110742,False,12,5
1110779,False,12,3
1110782,False,23,12
1110783,False,42,2
1110607,False,14,2
1110610,False,27,10
1110612,False,9,2
1110615,False,11,3
1110621,False,22,9
1110787,False,11,2
1110081,False,11,3
1110833,False,12,4
1110834,False,13,6
1110863,False,11,4
1110909,False,254,247
1110917,False,19,10
1111000,False,504,257
1111018,False,102,51
1111021,False,10,3
1110105,False,18,8
1111026,False,11,3
1111027,False,12,2
1111029,False,12,2
1111033,False,18,6
1111034,False,10,3
1111044,False,21,9
1111097,False,1149,573
1111048,False,12,6
1111101,False,12,2
1111060,False,704,395
1111083,False,26,13
1110143,False,9,2
1110144,False,15,9
1110145,False,12,4
1111407,False,9,2
1111408,False,20,13
1111412,False,13,3
1111413,False,10,3
1111418,False,95,88
1111791,False,14,8
1111467,False,24,8
1111474,False,17,6
1111480,False,42,22
1112062,False,81,48
1112068,False,27,20
1111509,False,12,5
1111512,False,13,7
1111513,False,12,4
